script_file,maps_using_script,script_count,function_count,action_count,message_refs,item_refs,pokemon_refs,flag_refs,var_refs,top_commands,total_commands
0479,,0,0,0,,,,,,,0
0480,,0,0,0,,,,,,,0
0481,,0,0,0,,,,,,,0
0482,,0,0,0,,,,,,,0
0483,,0,0,0,,,,,,,0
0484,,0,0,0,,,,,,,0
0485,,0,0,0,,,,,,,0
0486,,0,0,0,,,,,,,0
0487,,0,0,0,,,,,,,0
0488,,0,0,0,,,,,,,0
0489,,0,0,0,,,,,,,0
0490,,0,0,0,,,,,,,0
0491,,0,0,0,,,,,,,0
0492,,0,0,0,,,,,,,0
0493,,0,0,0,,,,,,,0
0494,,0,0,0,,,,,,,0
0495,,0,0,0,,,,,,,0
0496,,0,0,0,,,,,,,0
0497,,0,0,0,,,,,,,0
0498,,0,0,0,,,,,,,0
0499,,0,0,0,,,,,,,0
0500,,0,0,0,,,,,,,0
0501,,0,0,0,,,,,,,0
0502,,0,0,0,,,,,,,0
0503,,0,0,0,,,,,,,0
0504,,0,0,0,,,,,,,0
0505,,0,0,0,,,,,,,0
0506,,0,0,0,,,,,,,0
0507,,0,0,0,,,,,,,0
0508,,0,0,0,,,,,,,0
0509,,0,0,0,,,,,,,0
0510,,0,0,0,,,,,,,0
0511,,0,0,0,,,,,,,0
0512,,0,0,0,,,,,,,0
0513,,0,0,0,,,,,,,0
0514,,0,0,0,,,,,,,0
0515,,0,0,0,,,,,,,0
0516,,0,0,0,,,,,,,0
0517,,0,0,0,,,,,,,0
0518,,0,0,0,,,,,,,0
0519,,0,0,0,,,,,,,0
0520,,0,0,0,,,,,,,0
0521,,0,0,0,,,,,,,0
0522,,0,0,0,,,,,,,0
0523,,0,0,0,,,,,,,0
0524,,0,0,0,,,,,,,0
0525,,0,0,0,,,,,,,0
0526,,0,0,0,,,,,,,0
0527,,0,0,0,,,,,,,0
0528,,0,0,0,,,,,,,0
0529,,0,0,0,,,,,,,0
0530,,0,0,0,,,,,,,0
0531,,0,0,0,,,,,,,0
0532,,0,0,0,,,,,,,0
0533,,0,0,0,,,,,,,0
0534,,0,0,0,,,,,,,0
0535,,0,0,0,,,,,,,0
0536,,0,0,0,,,,,,,0
0537,,0,0,0,,,,,,,0
0538,,0,0,0,,,,,,,0
0539,,0,0,0,,,,,,,0
0540,,0,0,0,,,,,,,0
0541,,0,0,0,,,,,,,0
0542,,0,0,0,,,,,,,0
0543,,0,0,0,,,,,,,0
0544,,0,0,0,,,,,,,0
0545,,0,0,0,,,,,,,0
0546,,0,0,0,,,,,,,0
0547,,0,0,0,,,,,,,0
0548,,0,0,0,,,,,,,0
0549,,0,0,0,,,,,,,0
0550,,0,0,0,,,,,,,0
0551,,0,0,0,,,,,,,0
0552,,0,0,0,,,,,,,0
0553,,0,0,0,,,,,,,0
0554,,0,0,0,,,,,,,0
0555,,0,0,0,,,,,,,0
0556,,0,0,0,,,,,,,0
0557,,0,0,0,,,,,,,0
0558,,0,0,0,,,,,,,0
0559,,0,0,0,,,,,,,0
0560,,0,0,0,,,,,,,0
0561,,0,0,0,,,,,,,0
0562,,0,0,0,,,,,,,0
0563,,0,0,0,,,,,,,0
0564,,0,0,0,,,,,,,0
0565,,0,0,0,,,,,,,0
0566,,0,0,0,,,,,,,0
0567,,0,0,0,,,,,,,0
0568,,0,0,0,,,,,,,0
0569,,0,0,0,,,,,,,0
0570,,0,0,0,,,,,,,0
0571,,0,0,0,,,,,,,0
0572,,0,0,0,,,,,,,0
0573,,0,0,0,,,,,,,0
0574,,0,0,0,,,,,,,0
0575,,0,0,0,,,,,,,0
0576,,0,0,0,,,,,,,0
0577,,0,0,0,,,,,,,0
0578,,0,0,0,,,,,,,0
0579,,0,0,0,,,,,,,0
0580,,0,0,0,,,,,,,0
0581,,0,0,0,,,,,,,0
0582,,0,0,0,,,,,,,0
0583,,0,0,0,,,,,,,0
0584,,0,0,0,,,,,,,0
0585,,0,0,0,,,,,,,0
0586,,0,0,0,,,,,,,0
0587,,0,0,0,,,,,,,0
0588,,0,0,0,,,,,,,0
0589,,0,0,0,,,,,,,0
0590,,0,0,0,,,,,,,0
0591,,0,0,0,,,,,,,0
0592,,0,0,0,,,,,,,0
0593,,0,0,0,,,,,,,0
0594,,0,0,0,,,,,,,0
0595,,0,0,0,,,,,,,0
0596,,0,0,0,,,,,,,0
0597,,0,0,0,,,,,,,0
0598,,0,0,0,,,,,,,0
0599,,0,0,0,,,,,,,0
0600,,0,0,0,,,,,,,0
0601,,0,0,0,,,,,,,0
0602,,0,0,0,,,,,,,0
0603,,0,0,0,,,,,,,0
0604,,0,0,0,,,,,,,0
0605,,0,0,0,,,,,,,0
0606,,0,0,0,,,,,,,0
0607,,0,0,0,,,,,,,0
0608,,0,0,0,,,,,,,0
0609,,0,0,0,,,,,,,0
0610,,0,0,0,,,,,,,0
0611,,0,0,0,,,,,,,0
0612,,0,0,0,,,,,,,0
0613,,0,0,0,,,,,,,0
0614,,0,0,0,,,,,,,0
0615,,0,0,0,,,,,,,0
0616,,0,0,0,,,,,,,0
0617,,0,0,0,,,,,,,0
0618,,0,0,0,,,,,,,0
0619,,0,0,0,,,,,,,0
0620,,0,0,0,,,,,,,0
0621,,0,0,0,,,,,,,0
0622,,0,0,0,,,,,,,0
0623,,0,0,0,,,,,,,0
0624,,0,0,0,,,,,,,0
0625,,0,0,0,,,,,,,0
0626,,0,0,0,,,,,,,0
0627,,0,0,0,,,,,,,0
0628,,0,0,0,,,,,,,0
0629,,0,0,0,,,,,,,0
0630,,0,0,0,,,,,,,0
0631,,0,0,0,,,,,,,0
0632,,0,0,0,,,,,,,0
0633,,0,0,0,,,,,,,0
0634,,0,0,0,,,,,,,0
0635,,0,0,0,,,,,,,0
0636,,0,0,0,,,,,,,0
0637,,0,0,0,,,,,,,0
0638,,0,0,0,,,,,,,0
0639,,0,0,0,,,,,,,0
0640,,0,0,0,,,,,,,0
0641,,0,0,0,,,,,,,0
0642,,0,0,0,,,,,,,0
0643,,0,0,0,,,,,,,0
0644,,0,0,0,,,,,,,0
0645,,0,0,0,,,,,,,0
0646,,0,0,0,,,,,,,0
0647,,0,0,0,,,,,,,0
0648,,0,0,0,,,,,,,0
0649,,0,0,0,,,,,,,0
0650,,0,0,0,,,,,,,0
0651,,0,0,0,,,,,,,0
0652,,0,0,0,,,,,,,0
0653,,0,0,0,,,,,,,0
0654,,0,0,0,,,,,,,0
0655,,0,0,0,,,,,,,0
0656,,0,0,0,,,,,,,0
0657,,0,0,0,,,,,,,0
0658,,0,0,0,,,,,,,0
0659,,0,0,0,,,,,,,0
0660,,0,0,0,,,,,,,0
0661,,0,0,0,,,,,,,0
0662,,0,0,0,,,,,,,0
0663,,0,0,0,,,,,,,0
0664,,0,0,0,,,,,,,0
0665,,0,0,0,,,,,,,0
0666,,0,0,0,,,,,,,0
0667,,0,0,0,,,,,,,0
0668,,0,0,0,,,,,,,0
0669,,0,0,0,,,,,,,0
0670,,0,0,0,,,,,,,0
0671,,0,0,0,,,,,,,0
0672,,0,0,0,,,,,,,0
0673,,0,0,0,,,,,,,0
0674,,0,0,0,,,,,,,0
0675,,0,0,0,,,,,,,0
0676,,0,0,0,,,,,,,0
0677,,0,0,0,,,,,,,0
0678,,0,0,0,,,,,,,0
0679,,0,0,0,,,,,,,0
0680,,0,0,0,,,,,,,0
0681,,0,0,0,,,,,,,0
0682,,0,0,0,,,,,,,0
0683,,0,0,0,,,,,,,0
0684,,0,0,0,,,,,,,0
0685,,0,0,0,,,,,,,0
0686,,0,0,0,,,,,,,0
0687,,0,0,0,,,,,,,0
0688,,0,0,0,,,,,,,0
0689,,0,0,0,,,,,,,0
0690,,0,0,0,,,,,,,0
0691,,0,0,0,,,,,,,0
0692,,0,0,0,,,,,,,0
0693,,0,0,0,,,,,,,0
0694,,0,0,0,,,,,,,0
0695,,0,0,0,,,,,,,0
0696,,0,0,0,,,,,,,0
0697,,0,0,0,,,,,,,0
0698,,0,0,0,,,,,,,0
0699,,0,0,0,,,,,,,0
0700,,0,0,0,,,,,,,0
0701,,0,0,0,,,,,,,0
0702,,0,0,0,,,,,,,0
0703,,0,0,0,,,,,,,0
0704,,0,0,0,,,,,,,0
0705,,0,0,0,,,,,,,0
0706,,0,0,0,,,,,,,0
0707,,0,0,0,,,,,,,0
0708,,0,0,0,,,,,,,0
0709,,0,0,0,,,,,,,0
0710,,0,0,0,,,,,,,0
0711,,0,0,0,,,,,,,0
0712,,0,0,0,,,,,,,0
0713,,0,0,0,,,,,,,0
0714,,0,0,0,,,,,,,0
0715,,0,0,0,,,,,,,0
0716,,0,0,0,,,,,,,0
0717,,0,0,0,,,,,,,0
0718,,0,0,0,,,,,,,0
0719,,0,0,0,,,,,,,0
0720,,0,0,0,,,,,,,0
0721,,0,0,0,,,,,,,0
0722,,0,0,0,,,,,,,0
0723,,0,0,0,,,,,,,0
0724,,0,0,0,,,,,,,0
0725,,0,0,0,,,,,,,0
0726,,0,0,0,,,,,,,0
0727,,0,0,0,,,,,,,0
0728,,0,0,0,,,,,,,0
0729,,0,0,0,,,,,,,0
0730,,0,0,0,,,,,,,0
0731,,0,0,0,,,,,,,0
0732,,0,0,0,,,,,,,0
0733,,0,0,0,,,,,,,0
0734,,0,0,0,,,,,,,0
0735,HAMPELL TOWN,2,20,0,,,,,,CreateMultiTouchBox(30); CompareVarValue(30); JumpIf(30); FadeScreen(30); WaitFadeScreen(30); End(22); ReleaseAll(21); Warp(15); GetCommonMessageArchive(4); OpenTouchScreen(4),231
0736,,2,0,0,0; 2,,,,,PlayFanfare(2); LockAll(2); Message(2); WaitButton(2); CloseMessage(2); ReleaseAll(2); End(2); FacePlayer(1),15
0737,,2,0,0,0; 1,,,,,PlayFanfare(2); LockAll(2); Message(2); WaitButton(2); CloseMessage(2); ReleaseAll(2); End(2),14
0738,,1,14,0,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12,,,2728,0x4004; 0x8004,Message(19); JumpIf(15); CompareVarValue(14); CloseMessage(12); End(12); WaitButton(11); ReleaseAll(11); CMD_828(4); PlayFanfare(3); Jump(3),153
0739,,2,0,0,0; 1,,,,,PlayFanfare(2); LockAll(2); Message(2); WaitButton(2); CloseMessage(2); ReleaseAll(2); End(2),14
0740,,11,53,15,8; 13; 14; 21; 22; 23; 28; 29; 30; 31; 32; 33; 34; 35; 36; 41; 42; 43; 44; 45; 46; 47; 48; 49; 50; 51; 52; 53; 54; 55; 56; 57,,0x8004; 0x8004,188; 2440; 298; 299; 389; 766; 767; 768,0x4000; 0x40F9; 0x4110; 0x4131; 0x8004; 0x8005; 0x8006,JumpIf(72); CompareVarValue(67); Message(48); End(44); CloseMessage(42); Jump(31); Movement(29); SetVar(27); WaitMovement(23); ReleaseAll(22),666
0741,UNDARA CAVE 1,12,16,6,0; 1; 2; 3; 4; 5; 6; 7,,,300; 302; 393; 638,0x4096; 0x4121; 0x8004; 0x8005; 0x8006,End(28); JumpIf(15); CloseMessage(14); ReleaseAll(13); WaitButton(12); CompareVarValue(11); LockAll(9); Message(9); Movement(9); SetVar(8),260
0742,,4,0,0,0; 1,,,,0x8004,PlayFanfare(4); LockAll(4); FacePlayer(4); CommonScript(4); ReleaseAll(4); End(4); FreezeMessage(2); SetVar(2); Message(2); WaitButton(2),34
0743,,5,28,18,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10,,,2431; 2456; 314; 382; 663; 758; 783,0x4096; 0x4127; 0x8004; 0x8005,End(33); JumpIf(25); Movement(25); CompareVarValue(23); Jump(18); Message(12); ReleaseAll(11); CloseMessage(10); SetFlag(8); SetVar(8),281
0744,,4,1,0,0; 1; 2; 3,,,297,0x8007,End(5); Message(4); WaitButton(4); CloseMessage(4); ReleaseAll(4); PlayFanfare(3); LockAll(3); FacePlayer(3); SetVar(1); CommonScript(1),34
0745,,1,0,0,,,,,,End(1),1
0746,DALI 10 HS53,4,0,0,0; 1; 2; 3,,,,,PlayFanfare(4); LockAll(4); FacePlayer(4); Message(4); WaitButton(4); CloseMessage(4); ReleaseAll(4); End(4); PlayCry(2); WaitCry(2),36
0747,,8,0,0,0; 1; 2; 3; 4; 5; 6; 7,,,,,PlayFanfare(8); LockAll(8); Message(8); WaitButton(8); CloseMessage(8); ReleaseAll(8); End(8); FacePlayer(6),62
0748,,4,4,4,0; 2; 3; 4; 5; 6; 7; 8; 9; 11; 12,,,374; 603,0x40E5; 0x412E,Message(13); End(9); SetVar(8); Movement(7); WaitMovement(7); JumpIf(6); CloseMessage(6); CloseTouchScreen(5); CompareVarValue(5); ReleaseAll(5),126
0749,RADE 23 GV13,1,0,0,0,,,,,PlayFanfare(1); LockAll(1); FacePlayer(1); Message(1); WaitButton(1); CloseMessage(1); ReleaseAll(1); End(1),8
0750,,14,43,12,0; 1; 2; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19,,,147; 148; 164; 393; 578; 579; 580; 581; 638; 780; 781; 786; 791,0x400A; 0x4083; 0x8004; 0x8005,JumpIf(46); CompareVarValue(43); End(41); Jump(27); CloseMessage(25); Message(23); Movement(17); CheckVersion(15); ReleaseAll(15); ClearFlag(15),473
0751,T03FS0101,4,0,0,0; 1,,,,0x8004,PlayFanfare(4); LockAll(4); FacePlayer(4); CommonScript(4); ReleaseAll(4); End(4); FreezeMessage(2); SetVar(2); Message(2); WaitButton(2),34
0752,T03GYM0101,4,19,0,0; 1; 2; 5; 6; 7; 8; 9,,,383; 756,0x8004; 0x8005,JumpIf(16); CompareVarValue(14); End(12); Jump(11); Message(9); CloseMessage(8); ReleaseAll(8); SetFlag(8); WaitButton(6); TextPlayerName(5),133
0753,T03PC0101,5,3,0,0; 1; 2; 3; 4; 5; 6; 7,,,307,0x8007,End(8); Message(8); CloseMessage(8); WaitButton(7); ReleaseAll(7); PlayFanfare(4); LockAll(4); FacePlayer(4); JumpIf(4); CompareVarValue(2),80
0754,T03PC0102,1,0,0,,,,,,End(1),1
0755,MELT 07 FOSSI; T03R0101,20,52,17,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19; 21; 22; 23; 24; 25; 26; 27; 28; 29,ITEM_ENIGMA_STONE; ITEM_ENIGMA_STONE; ITEM_OLD_AMBER; ITEM_HELIX_FOSSIL; ITEM_DOME_FOSSIL; ITEM_ROOT_FOSSIL; ITEM_CLAW_FOSSIL; ITEM_ARMOR_FOSSIL; ITEM_SKULL_FOSSIL; ITEM_ENIGMA_STONE; ITEM_ENIGMA_STONE; 0x8002; 0x4000; 0x4000; 0x4000; 0x4000; 0x4000; 0x4000; 0x4000; 0x8002; ITEM_ENIGMA_STONE,0x407F,1; 393; 638; 776; 791,0x4000; 0x4001; 0x4002; 0x4003; 0x4004; 0x4005; 0x4006; 0x4007; 0x407F; 0x4083; 0x4130; 0x8001; 0x8004; 0x8005,CompareVarValue(72); End(52); JumpIf(40); Message(36); CloseMessage(36); CallIf(35); Movement(34); SetVar(31); WaitMovement(30); ReleaseAll(26),742
0756,T03R0201,2,0,0,0; 1,,,,,PlayFanfare(2); LockAll(2); Message(2); WaitButton(2); CloseMessage(2); ReleaseAll(2); End(2); PlayCry(1); WaitCry(1),16
0757,T03R0601,1,0,0,0,,,,,PlayFanfare(1); LockAll(1); FacePlayer(1); Message(1); WaitButton(1); CloseMessage(1); ReleaseAll(1); End(1),8
0758,,14,14,6,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12,,,280; 393; 638,,End(28); CloseMessage(15); JumpIf(14); WaitButton(14); ReleaseAll(14); Message(13); CompareVarValue(12); LockAll(11); Movement(9); PlayFanfare(8),260
0759,TROO 04 PM09,4,0,0,0; 1,,,,0x8004,PlayFanfare(4); LockAll(4); FacePlayer(4); CommonScript(4); ReleaseAll(4); End(4); FreezeMessage(2); SetVar(2); Message(2); WaitButton(2),34
0760,SYDT 04 GYM04,5,37,0,0; 1; 2; 3; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 19; 20; 21; 22; 23; 24,,1475,187; 2630; 2631; 2632; 2633; 2634; 2635; 2636; 2637; 2638,0x4000; 0x5116; 0x8004; 0x8005; 0x800C,SetVar(27); Message(26); CloseMessage(25); JumpIf(23); WaitButton(23); Return(23); CompareVarValue(19); End(16); ReleaseAll(13); Call(12),303
0761,,3,0,0,0; 1,,,,0x8007,End(3); PlayFanfare(2); LockAll(2); FacePlayer(2); Message(2); WaitButton(2); CloseMessage(2); ReleaseAll(2); SetVar(1); CommonScript(1),19
0762,T04PC0102,1,0,0,,,,,,End(1),1
0763,,1,0,0,0,,,,,PlayFanfare(1); LockAll(1); FacePlayer(1); Message(1); WaitButton(1); CloseMessage(1); ReleaseAll(1); End(1),8
0764,,3,0,0,0; 1; 2,,,,,PlayFanfare(3); LockAll(3); FacePlayer(3); Message(3); WaitButton(3); CloseMessage(3); ReleaseAll(3); End(3); PlayCry(1); WaitCry(1),26
0765,,4,0,0,0; 1; 2; 3,,,,,PlayFanfare(4); LockAll(4); FacePlayer(4); Message(4); WaitButton(4); CloseMessage(4); ReleaseAll(4); End(4); PlayCry(2); WaitCry(2),36
0766,,1,0,0,0,,,,,PlayFanfare(1); LockAll(1); FacePlayer(1); Message(1); WaitButton(1); CloseMessage(1); ReleaseAll(1); End(1),8
0767,,8,0,0,0; 1; 2; 3,,,,,End(8); PlayFanfare(4); LockAll(4); FacePlayer(4); Message(4); WaitButton(4); CloseMessage(4); ReleaseAll(4); ShowBoard(4); WaitBoard(4),56
0768,,4,0,0,0; 1,,,,0x8004,PlayFanfare(4); LockAll(4); FacePlayer(4); CommonScript(4); ReleaseAll(4); End(4); FreezeMessage(2); SetVar(2); Message(2); WaitButton(2),34
0769,,4,0,0,0; 1; 2,,,,0x8007,End(4); PlayFanfare(3); LockAll(3); FacePlayer(3); Message(3); WaitButton(3); CloseMessage(3); ReleaseAll(3); SetVar(1); CommonScript(1),27
0770,T05PC0102,1,0,0,,,,,,End(1),1
0771,,5,0,0,0; 1; 2; 3; 4,,,,,PlayFanfare(5); LockAll(5); FacePlayer(5); Message(5); WaitButton(5); CloseMessage(5); ReleaseAll(5); End(5); PlayCry(3); WaitCry(3),46
0772,,1,0,0,0,,,,,PlayFanfare(1); LockAll(1); FacePlayer(1); Message(1); WaitButton(1); CloseMessage(1); ReleaseAll(1); End(1),8
0773,,1,6,0,0; 1; 2; 3; 4; 5; 6; 7; 8,,,,0x800C,Message(9); CloseMessage(7); CompareVarValue(6); JumpIf(6); WaitButton(5); ReleaseAll(5); End(5); FadeScreen(4); WaitFadeScreen(4); TextPokeNickname(4),75
0774,,4,0,0,0; 1; 2; 3,,,,,PlayFanfare(4); LockAll(4); FacePlayer(4); Message(4); WaitButton(4); CloseMessage(4); ReleaseAll(4); End(4),32
0775,,7,3,0,0; 1; 2; 3; 6; 7; 8; 9; 10; 11,,,138; 280; 287,,Message(11); WaitButton(10); CloseMessage(10); ReleaseAll(10); End(10); PlayFanfare(7); LockAll(7); FacePlayer(5); CheckFlag(4); JumpIf(4),84
0776,,14,26,39,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 14; 15; 16; 17; 18; 19; 20; 21; 22; 23,,,247; 393; 638; 671; 672; 676; 692; 765,0x4070; 0x4071; 0x4085; 0x4086; 0x4130; 0x8004; 0x8005,End(67); Movement(60); CloseMessage(34); WaitMovement(31); Message(28); ReleaseAll(21); SetFlag(21); JumpIf(20); SetVar(20); CompareVarValue(18),628
0777,DALI 03 PM07,4,0,0,0; 1,,,,0x8004,PlayFanfare(4); LockAll(4); FacePlayer(4); CommonScript(4); ReleaseAll(4); End(4); FreezeMessage(2); SetVar(2); Message(2); WaitButton(2),34
0778,DALI 04 GYM06,30,58,0,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 19; 20; 21; 22; 23; 24; 25; 26; 27; 28,,SPECIES_TOXEL,187; 2470; 2650; 2651; 2652; 2653; 2654; 2655; 2656; 2657; 2658; 330; 354; 385; 752; 794,0x4000; 0x511A; 0x8004; 0x8005; 0x800C,JumpIf(48); End(46); Message(42); CloseMessage(39); CompareVarValue(35); WaitButton(35); ReleaseAll(27); Jump(25); SetVar(25); SetFlag(21),530
0779,,4,1,0,0; 1; 2; 3,,,371,0x8007,End(5); Message(4); WaitButton(4); CloseMessage(4); ReleaseAll(4); PlayFanfare(3); LockAll(3); FacePlayer(3); SetVar(1); CommonScript(1),34
0780,SHED 02 PCR08,1,0,0,,,,,,End(1),1
0781,HOTEL 2 HS34,2,0,0,0; 1,,,,,PlayFanfare(2); LockAll(2); FacePlayer(2); Message(2); WaitButton(2); CloseMessage(2); ReleaseAll(2); End(2),16
0782,,8,7,0,0; 1; 3; 6; 7; 8; 9; 10; 11; 13; 14; 15; 16; 17; 18,,,248; 280; 281; 764; 765,0x4130; 0x8004; 0x8005,End(15); Message(15); CloseMessage(14); ReleaseAll(14); WaitButton(13); PlayFanfare(8); LockAll(8); FacePlayer(8); JumpIf(8); SetVar(5),132
0783,HOTEL 2 HS35,2,0,0,0; 1,,,,,PlayFanfare(2); LockAll(2); FacePlayer(2); Message(2); WaitButton(2); CloseMessage(2); ReleaseAll(2); End(2),16
0784,TROO 06 HS36,1,0,0,0,,,,,PlayFanfare(1); LockAll(1); FacePlayer(1); Message(1); WaitButton(1); CloseMessage(1); ReleaseAll(1); End(1),8
0785,,19,33,8,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 22; 23; 24; 25; 26; 27; 28; 29,,,393; 605; 638; 737,0x4005,CloseMessage(42); End(42); Message(40); JumpIf(31); CompareVarValue(30); Movement(29); WaitMovement(24); WaitButton(22); ReleaseAll(22); LockAll(20),515
0786,DANB 05 GYM03,5,33,0,0; 1; 2; 3; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 19; 20; 21; 22; 23; 24,,SPECIES_APPLIN,187; 2620; 2621; 2622; 2623; 2624; 2625; 2626; 2627; 2628,0x4000; 0x5114; 0x8004; 0x8005; 0x800C,SetVar(27); Message(26); CloseMessage(25); JumpIf(23); WaitButton(23); End(18); Return(17); ReleaseAll(15); Call(14); CompareVarValue(13),281
0787,,4,0,0,0; 1; 2,,,,0x8007,End(4); PlayFanfare(3); LockAll(3); FacePlayer(3); Message(3); WaitButton(3); CloseMessage(3); ReleaseAll(3); SetVar(1); CommonScript(1),27
0788,,1,0,0,,,,,,End(1),1
0789,DEPART 2 F1,4,0,0,0; 1; 2; 3,,,,,PlayFanfare(4); LockAll(4); Message(4); WaitButton(4); CloseMessage(4); ReleaseAll(4); End(4); FacePlayer(3),31
0790,DEPART 2 F2,8,20,15,0; 1; 2; 3; 4; 5; 6; 7; 8; 9,ITEM_FASHION_CASE,,393; 638; 735; 787,0x8004; 0x8005,End(31); Movement(21); CompareVarValue(19); JumpIf(18); Message(15); SetVar(14); ReleaseAll(13); WaitMovement(13); CloseMessage(12); LockAll(10),327
0791,DEPART 2 F3,6,0,0,0; 1; 2; 3; 4,,,,0x8004,PlayFanfare(6); LockAll(6); ReleaseAll(6); End(6); FacePlayer(5); Message(5); WaitButton(5); CloseMessage(5); CommonScript(2); FreezeMessage(1),48
0792,DEPART 2 F4,7,15,3,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18,,,393; 608; 738,0x4004; 0x8004,End(19); Message(19); JumpIf(15); CloseMessage(14); CompareVarValue(14); ReleaseAll(10); PlayFanfare(9); LockAll(9); WaitButton(9); FacePlayer(7),193
0793,DEPART 2 F5,6,0,0,0; 1; 2; 3,,,,0x8004,PlayFanfare(6); LockAll(6); ReleaseAll(6); End(6); FacePlayer(5); CommonScript(4); Message(4); WaitButton(4); CloseMessage(4); FreezeMessage(2),49
0794,DEPART 2 F6,4,15,0,0; 1; 2; 3; 4; 5; 6; 7,,,,0x8001; 0x8005,CompareVarValue(13); Message(10); Jump(8); JumpIf(7); PlayFanfare(6); CallIf(6); Return(6); CloseMessage(5); ReleaseAll(5); End(5),114
0795,DEPART 2 ELV,1,56,1,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10,,,,0x4113; 0x8004; 0x8005,CompareVarValue(66); JumpIf(54); Jump(49); SetVar(47); CallIf(12); Call(12); Message(11); WaitTime(8); GetElevatorFloor(7); CreateMultiTouchBox(7),320
0796,HOTEL 1 F1,6,0,0,0; 1; 2; 3; 4,,,,0x4125,End(6); PlayFanfare(5); LockAll(5); Message(5); WaitButton(5); CloseMessage(5); ReleaseAll(5); FacePlayer(4); PlayCry(3); WaitCry(3),47
0797,HOTEL 1 F2; HOTEL 1 F4,3,0,0,0; 1,,,,0x4125,End(3); PlayFanfare(2); LockAll(2); Message(2); WaitButton(2); CloseMessage(2); ReleaseAll(2); SetVar(1),16
0798,,14,6,9,0; 1; 2; 3; 4; 5; 6; 7; 8; 10; 11; 16; 17; 18; 19; 20; 21,,,323; 324,0x4125; 0x412C; 0x8004; 0x8005,End(29); CloseMessage(21); Message(20); ReleaseAll(17); WaitButton(16); LockAll(12); PlayFanfare(11); JumpIf(9); Movement(9); WalkWest8(7),245
0799,DEPART 2 ROOF,2,0,0,0,,,,0x4125,End(2); PlayFanfare(1); LockAll(1); FacePlayer(1); Message(1); WaitButton(1); CloseMessage(1); ReleaseAll(1); SetVar(1),10
0800,DEPART 2 ROOM,1,3,0,0; 1; 2; 3,,,344,0x8004; 0x8005,Message(5); JumpIf(4); CloseMessage(4); ReleaseAll(4); End(4); CompareVarValue(3); WaitButton(3); SetVar(2); CommonScript(2); PlayFanfare(1),38
0801,HOTEL 2 B1,1,0,0,,,,,,End(1),1
0802,,1,11,2,0; 1; 2; 3; 4; 5; 6,,,,0x4113; 0x4125; 0x8004,CompareVarValue(9); JumpIf(9); Message(8); SetVar(8); End(7); Jump(6); CloseMessage(4); Movement(3); WaitMovement(3); GetElevatorFloor(3),98
0803,RT 7 SCIENCE,24,27,0,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 22,ITEM_COIN_CASE; ITEM_COIN_CASE; ITEM_COIN_CASE,,380,0x4001,ReleaseAll(43); End(43); JumpIf(28); FadeScreen(28); WaitFadeScreen(28); CompareVarValue(27); PlayFanfare(26); Message(26); LockAll(24); CloseMessage(18),429
0804,RADE 20 TBD,5,55,0,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19,0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004; 0x8004,0x4002; 0x4002,370,0x8004; 0x8005,JumpIf(94); CompareVarValue(93); Message(71); Jump(56); TextItem(30); PlayFanfare(27); CreateMultiTouchBox(26); TakeCoins(24); GetCoins(23); UpdateSpecialCurrency(22),666
0805,RADE 21 TBD,7,1,3,0; 1; 2; 3; 4; 5; 6; 7,ITEM_COIN_CASE,,,,End(11); Message(8); CloseMessage(8); ReleaseAll(8); PlayFanfare(7); LockAll(7); FacePlayer(6); Movement(6); WaitMovement(6); WaitButton(2),75
