Water?,Headers,#,Area,20%,20%,10%,10%,10%,10%,5%,5%,4%,4%,1%,1%,Level,Typing,Completed,Time
,,109.0,Bairns Town,GLAMEOW,SWABLU,ROSELIA,PALPITOAD,POLIWHIRL,RHYHORN,SOLOSIS,SOLOSIS,CORVISQUIRE,CORVISQUIRE,DUBWOOL,DUBWOOL,25,Plain,TRUE,Morn
,,109.1,ROUTE 10 AREA 3,GLAMEOW,SWABLU,ROSELIA,PALPITOAD,POLIWHIRL,RHYHORN,SOLOSIS,SOLOSIS,CORVISQUIRE,CORVISQUIRE,DUBWOOL,DUBWOOL,25,Plain,TRUE,Day
,,109.2,ROUTE 10 AREA 3,GLAMEOW,SWABLU,ROSELIA,PALPITOAD,POLIWHIRL,RHYHORN,SOLOSIS,SOLOSIS,CORVISQUIRE,CORVISQUIRE,DUBWOOL,DUBWOOL,25,Plain,TRUE,Night
,,110.0,ROUTE 11 AREA 1,SWIRLIX,SPRITZEE,CRABRAWLER,BLITZLE,CUFANT,LICKITUNG,HATENNA,HATENNA,AROMATISSE,SLURPUFF,AROMATISSE,SLURPUFF,25,Plain,TRUE,Morn
,,110.1,ROUTE 11 AREA 1,SWIRLIX,SPRITZEE,CRABRAWLER,BLITZLE,CUFANT,LICKITUNG,HATENNA,HATENNA,AROMATISSE,SLURPUFF,AROMATISSE,SLURPUFF,25,Plain,TRUE,Day
,,110.2,ROUTE 11 AREA 1,SWIRLIX,SPRITZEE,CRABRAWLER,BLITZLE,CUFANT,LICKITUNG,HATENNA,HATENNA,AROMATISSE,SLURPUFF,AROMATISSE,SLURPUFF,25,Plain,TRUE,Night
,,111.0,ROUTE 11 AREA 2,WINGULL,DUCKLETT,MURKROW,PIDGEOTTO,WATCHOG,DELIBIRD,SLOWPOKE,SLOWPOKE,GLIGAR,GLIGAR,SLOWBRO,SLOWKING,25,Plain,TRUE,Morn
,,111.1,ROUTE 11 AREA 2,WINGULL,DUCKLETT,MURKROW,PIDGEOTTO,WATCHOG,DELIBIRD,SLOWPOKE,SLOWPOKE,GLIGAR,GLIGAR,SLOWBRO,SLOWKING,25,Plain,TRUE,Day
,,111.2,ROUTE 11 AREA 2,WINGULL,DUCKLETT,MURKROW,PIDGEOTTO,WATCHOG,DELIBIRD,SLOWPOKE,SLOWPOKE,GLIGAR,GLIGAR,SLOWBRO,SLOWKING,25,Plain,TRUE,Night
,,112.0,ROUTE 11 AREA 3,PACHIRISU,PHANPY,TYNAMO,HERDIER,LUXIO,FLAAFY,SLOWPOKE_GALARIAN,SLOWPOKE_GALARIAN,WIGGLYTUFF,WIGGLYTUFF,SLOWBRO_GALARIAN,SLOWKING_GALARIAN,25,Plain,TRUE,Morn
,,112.1,ROUTE 11 AREA 3,PACHIRISU,PHANPY,TYNAMO,HERDIER,LUXIO,FLAAFY,SLOWPOKE_GALARIAN,SLOWPOKE_GALARIAN,WIGGLYTUFF,WIGGLYTUFF,SLOWBRO_GALARIAN,SLOWKING_GALARIAN,25,Plain,TRUE,Day
,,112.2,ROUTE 11 AREA 3,PACHIRISU,PHANPY,TYNAMO,HERDIER,LUXIO,FLAAFY,SLOWPOKE_GALARIAN,SLOWPOKE_GALARIAN,WIGGLYTUFF,WIGGLYTUFF,SLOWBRO_GALARIAN,SLOWKING_GALARIAN,25,Plain,TRUE,Night
,,113.0,ROUTE 11 AREA 4,CORPHISH,UNOWN,PSYDUCK,MURKROW,SEEL,SWELLOW,RATICATE,RATICATE,TROPIUS,TROPIUS,HONCHKROW,HONCHKROW,25,Plain,TRUE,Morn
,,113.1,ROUTE 11 AREA 4,CORPHISH,UNOWN,PSYDUCK,MURKROW,SEEL,SWELLOW,RATICATE,RATICATE,TROPIUS,TROPIUS,HONCHKROW,HONCHKROW,25,Plain,TRUE,Day
,,113.2,ROUTE 11 AREA 4,CORPHISH,UNOWN,PSYDUCK,MURKROW,SEEL,SWELLOW,RATICATE,RATICATE,TROPIUS,TROPIUS,HONCHKROW,HONCHKROW,25,Plain,TRUE,Night
,,114.0,ROUTE 12 AREA 2,HERDIER,SPOINK,ZANGOOSE,SEVIPER,TRANQUILL,FURRET,SLAKOTH,SLAKOTH,SOLOSIS,SOLOSIS,VIGOROTH,VIGOROTH,28,Plain,TRUE,Morn
,,114.1,ROUTE 12 AREA 2,HERDIER,SPOINK,ZANGOOSE,SEVIPER,TRANQUILL,FURRET,SLAKOTH,SLAKOTH,SOLOSIS,SOLOSIS,VIGOROTH,VIGOROTH,28,Plain,TRUE,Day
,,114.2,ROUTE 12 AREA 2,HERDIER,SPOINK,ZANGOOSE,SEVIPER,TRANQUILL,FURRET,SLAKOTH,SLAKOTH,SOLOSIS,SOLOSIS,VIGOROTH,VIGOROTH,28,Plain,TRUE,Night
,,115.0,ROUTE 12 AREA 3,MIGHTYENA,EKANS,LUXIO,WORMADAM_TRASH,RATICATE_ALOLAN,DIGGERSBY,MILTANK,MILTANK,LINOONE_GALARIAN,LINOONE_GALARIAN,ARBOK,ARBOK,28,Plain,TRUE,Morn
,,115.1,ROUTE 12 AREA 3,MIGHTYENA,EKANS,LUXIO,WORMADAM_TRASH,RATICATE_ALOLAN,DIGGERSBY,MILTANK,MILTANK,LINOONE_GALARIAN,LINOONE_GALARIAN,ARBOK,ARBOK,28,Plain,TRUE,Day
,,115.2,ROUTE 12 AREA 3,MIGHTYENA,EKANS,LUXIO,WORMADAM_TRASH,RATICATE_ALOLAN,DIGGERSBY,MILTANK,MILTANK,LINOONE_GALARIAN,LINOONE_GALARIAN,ARBOK,ARBOK,28,Plain,TRUE,Night
Cave Lake,,116.0,ULURU 1 A 1,TOGEDEMARU,SUDOWOODO,KOMALA,BOLDORE,SWOOBAT,XATU,SPIRITOMB,SPIRITOMB,GLISCOR,GLISCOR,KLEFKI,KLEFKI,28,Cave,TRUE,Morn
,,116.1,ULURU 1 A 1,TOGEDEMARU,SUDOWOODO,KOMALA,BOLDORE,SWOOBAT,XATU,SPIRITOMB,SPIRITOMB,GLISCOR,GLISCOR,KLEFKI,KLEFKI,28,Cave,TRUE,Day
,,116.2,ULURU 1 A 1,TOGEDEMARU,SUDOWOODO,KOMALA,BOLDORE,SWOOBAT,XATU,SPIRITOMB,SPIRITOMB,GLISCOR,GLISCOR,KLEFKI,KLEFKI,28,Cave,TRUE,Night
Cave Lake,,117.0,ULURU 1 A 2,LUNATONE,MORPEKO,AUDINO,CLODSIRE,GLIGAR,GIRAFARIG,GIMMIGHOUL,GIMMIGHOUL,SHEDINJA,SHEDINJA,STONJOURNER,STONJOURNER,28,Cave,TRUE,Morn
,,117.1,ULURU 1 A 2,LUNATONE,MORPEKO,AUDINO,CLODSIRE,GLIGAR,GIRAFARIG,GIMMIGHOUL,GIMMIGHOUL,SHEDINJA,SHEDINJA,STONJOURNER,STONJOURNER,28,Cave,TRUE,Day
,,117.2,ULURU 1 A 2,LUNATONE,MORPEKO,AUDINO,CLODSIRE,GLIGAR,GIRAFARIG,GIMMIGHOUL,GIMMIGHOUL,SHEDINJA,SHEDINJA,STONJOURNER,STONJOURNER,28,Cave,TRUE,Night
Cave Lake,,118.0,ULURU 1 A 3,SOLROCK,DEDENNE,HONEDGE,GLIMMET,HYPNO,MUNNA,AMBIPOM,AMBIPOM,ABSOL,ABSOL,SIRFETCHD,SIRFETCHD,28,Cave,TRUE,Morn
,,118.1,ULURU 1 A 3,SOLROCK,DEDENNE,HONEDGE,GLIMMET,HYPNO,MUNNA,AMBIPOM,AMBIPOM,ABSOL,ABSOL,SIRFETCHD,SIRFETCHD,28,Cave,TRUE,Day
,,118.2,ULURU 1 A 3,SOLROCK,DEDENNE,HONEDGE,GLIMMET,HYPNO,MUNNA,AMBIPOM,AMBIPOM,ABSOL,ABSOL,SIRFETCHD,SIRFETCHD,28,Cave,TRUE,Night
,,119.0,ROUTE 14 AREA 1,SANDSHREW_ALOLAN,CUBCHOO,FURRET,SNOM,SWINUB,SANDSLASH_ALOLAN,CINCCINO,CINCCINO,DARUMAKA_GALARIAN,DARUMAKA_GALARIAN,CRYOGONAL,CRYOGONAL,30,Ice,TRUE,Morn
,,119.1,ROUTE 14 AREA 1,SANDSHREW_ALOLAN,CUBCHOO,FURRET,SNOM,SWINUB,SANDSLASH_ALOLAN,CINCCINO,CINCCINO,DARUMAKA_GALARIAN,DARUMAKA_GALARIAN,CRYOGONAL,CRYOGONAL,30,Ice,TRUE,Day
,,119.2,ROUTE 14 AREA 1,SANDSHREW_ALOLAN,CUBCHOO,FURRET,SNOM,SWINUB,SANDSLASH_ALOLAN,CINCCINO,CINCCINO,DARUMAKA_GALARIAN,DARUMAKA_GALARIAN,CRYOGONAL,CRYOGONAL,30,Ice,TRUE,Night
,,120.0,ROUTE 14 AREA 2,VANILLITE,SNOVER,STANTLER,SANDSHREW_ALOLAN,BERGMITE,SKARMORY,CETODDLE,CETODDLE,SNOM,SNOM,FROSMOTH,FROSMOTH,30,Ice,TRUE,Morn
,,120.1,ROUTE 14 AREA 2,VANILLITE,SNOVER,STANTLER,SANDSHREW_ALOLAN,BERGMITE,SKARMORY,CETODDLE,CETODDLE,SNOM,SNOM,FROSMOTH,FROSMOTH,30,Ice,TRUE,Day
,,120.2,ROUTE 14 AREA 2,VANILLITE,SNOVER,STANTLER,SANDSHREW_ALOLAN,BERGMITE,SKARMORY,CETODDLE,CETODDLE,SNOM,SNOM,FROSMOTH,FROSMOTH,30,Ice,TRUE,Night
,,121.0,ROUTE 14 AREA 3,STANTLER,CINCCINO,DELIBIRD,CETODDLE,SMOOCHUM,KINGLER,KINGLER,VULPIX_ALOLAN,VULPIX_ALOLAN,VULPIX_ALOLAN,ALOLAN_NINETALES,ALOLAN_NINETALES,32,Ice,TRUE,Morn
,,121.1,ROUTE 14 AREA 3,STANTLER,CINCCINO,DELIBIRD,CETODDLE,SMOOCHUM,KINGLER,KINGLER,VULPIX_ALOLAN,VULPIX_ALOLAN,VULPIX_ALOLAN,ALOLAN_NINETALES,ALOLAN_NINETALES,32,Ice,TRUE,Day
,,121.2,ROUTE 14 AREA 3,STANTLER,CINCCINO,DELIBIRD,CETODDLE,SMOOCHUM,KINGLER,KINGLER,VULPIX_ALOLAN,VULPIX_ALOLAN,VULPIX_ALOLAN,ALOLAN_NINETALES,ALOLAN_NINETALES,32,Ice,TRUE,Night
,,122.0,ROUTE 14 AREA 4,SPHEAL,SEEL,SEALEO,CLAMPERL,TATSUGIRI,DEWGONG,SEALEO,DEWGONG,OCTILLERY,OCTILLERY,LAPRAS,LAPRAS,34,Ice,TRUE,Morn
,,122.1,ROUTE 14 AREA 4,SPHEAL,SEEL,SEALEO,CLAMPERL,TATSUGIRI,DEWGONG,SEALEO,DEWGONG,OCTILLERY,OCTILLERY,LAPRAS,LAPRAS,34,Ice,TRUE,Day
,,122.2,ROUTE 14 AREA 4,SPHEAL,SEEL,SEALEO,CLAMPERL,TATSUGIRI,DEWGONG,SEALEO,DEWGONG,OCTILLERY,OCTILLERY,LAPRAS,LAPRAS,34,Ice,TRUE,Night
,,123.0,ROUTE 14 AREA 5,VANILLITE,SNOVER,VANILLITE,VULPIX_ALOLAN,SWINUB,MR._RIME,MR_MIME_GALARIAN,MR_MIME_GALARIAN,DARUMAKA_GALARIAN,DARUMAKA_GALARIAN,DARMANITAN_GALARIAN,DARMANITAN_GALARIAN,32,Ice,TRUE,Morn
,,123.1,ROUTE 14 AREA 5,VANILLITE,SNOVER,VANILLITE,VULPIX_ALOLAN,SWINUB,MR._RIME,MR_MIME_GALARIAN,MR_MIME_GALARIAN,DARUMAKA_GALARIAN,DARUMAKA_GALARIAN,DARMANITAN_GALARIAN,DARMANITAN_GALARIAN,32,Ice,TRUE,Day
,,123.2,ROUTE 14 AREA 5,VANILLITE,SNOVER,VANILLITE,VULPIX_ALOLAN,SWINUB,MR._RIME,MR_MIME_GALARIAN,MR_MIME_GALARIAN,DARUMAKA_GALARIAN,DARUMAKA_GALARIAN,DARMANITAN_GALARIAN,DARMANITAN_GALARIAN,32,Ice,TRUE,Night
,,124.0,ROUTE 14 AREA 6,CETODDLE,DELIBIRD,SPHEAL,DARUMAKA_GALARIAN,AMBIPOM,SKARMORY,SKARMORY,AMBIPOM,DARUMAKA_GALARIAN,DARUMAKA_GALARIAN,DARMANITAN_GALARIAN,DARMANITAN_GALARIAN,32,Ice,TRUE,Morn
,,124.1,ROUTE 14 AREA 6,CETODDLE,DELIBIRD,SPHEAL,DARUMAKA_GALARIAN,AMBIPOM,SKARMORY,SKARMORY,AMBIPOM,DARUMAKA_GALARIAN,DARUMAKA_GALARIAN,DARMANITAN_GALARIAN,DARMANITAN_GALARIAN,32,Ice,TRUE,Day
,,124.2,ROUTE 14 AREA 6,CETODDLE,DELIBIRD,SPHEAL,DARUMAKA_GALARIAN,AMBIPOM,SKARMORY,SKARMORY,AMBIPOM,DARUMAKA_GALARIAN,DARUMAKA_GALARIAN,DARMANITAN_GALARIAN,DARMANITAN_GALARIAN,32,Ice,TRUE,Night
,,125.0,FROZEN CAVE AREA 1,SMOOCHUM,SNEASEL,BERGMITE,SNORUNT,WUGTRIO,CRABRAWLER,CRABRAWLER,CRABRAWLER,WEAVILE,WEAVILE,CRABOMINABLE,CRABOMINABLE,34,Ice,TRUE,Morn
,,125.1,FROZEN CAVE AREA 1,SMOOCHUM,SNEASEL,BERGMITE,SNORUNT,WUGTRIO,CRABRAWLER,CRABRAWLER,CRABRAWLER,WEAVILE,WEAVILE,CRABOMINABLE,CRABOMINABLE,34,Ice,TRUE,Day
,,125.2,FROZEN CAVE AREA 1,SMOOCHUM,SNEASEL,BERGMITE,SNORUNT,WUGTRIO,CRABRAWLER,CRABRAWLER,CRABRAWLER,WEAVILE,WEAVILE,CRABOMINABLE,CRABOMINABLE,34,Ice,TRUE,Night
,,126.0,COLD ROCK CAVE,SNORUNT,SWINUB,BERGMITE,SNORUNT,SWINUB,WUGTRIO,PILOSWINE,PILOSWINE,ABSOL,ABSOL,FROSLASS,FROSLASS,34,Ice,TRUE,Morn
,,126.1,FROZEN CAVE AREA 2,SNORUNT,SWINUB,BERGMITE,SNORUNT,SWINUB,WUGTRIO,PILOSWINE,PILOSWINE,ABSOL,ABSOL,FROSLASS,FROSLASS,34,Ice,TRUE,Day
,,126.2,FROZEN CAVE AREA 2,SNORUNT,SWINUB,BERGMITE,SNORUNT,SWINUB,WUGTRIO,PILOSWINE,PILOSWINE,ABSOL,ABSOL,FROSLASS,FROSLASS,34,Ice,TRUE,Night
,,127.0,RELIC CAVE AREA 1,ANORITH,OMANYTE,LILEEP,LILEEP,ARMALDO,OMASTAR,CRADILY,CRADILY,DRACOVISH,DRACOVISH,AERODACTYL,AERODACTYL,30,Cave Fossil,TRUE,Morn
,,127.1,RELIC CAVE AREA 1,ANORITH,OMANYTE,LILEEP,LILEEP,ARMALDO,OMASTAR,CRADILY,CRADILY,DRACOVISH,DRACOVISH,AERODACTYL,AERODACTYL,30,Cave Fossil,TRUE,Day
,,127.2,RELIC CAVE AREA 1,ANORITH,OMANYTE,LILEEP,LILEEP,ARMALDO,OMASTAR,CRADILY,CRADILY,DRACOVISH,DRACOVISH,AERODACTYL,AERODACTYL,30,Cave Fossil,TRUE,Night
,,128.0,RELIC CAVE AREA 2,AMAURA,KABUTO,CRANIDOS,CRANIDOS,AURORUS,KABUTOPS,RAMPARDOS,RAMPARDOS,ARCHEN,ARCHEN,ARCHEOPS,ARCHEOPS,30,Cave Fossil,TRUE,Morn
,,128.1,RELIC CAVE AREA 2,AMAURA,KABUTO,CRANIDOS,CRANIDOS,AURORUS,KABUTOPS,RAMPARDOS,RAMPARDOS,ARCHEN,ARCHEN,ARCHEOPS,ARCHEOPS,30,Cave Fossil,TRUE,Day
,,128.2,RELIC CAVE AREA 2,AMAURA,KABUTO,CRANIDOS,CRANIDOS,AURORUS,KABUTOPS,RAMPARDOS,RAMPARDOS,ARCHEN,ARCHEN,ARCHEOPS,ARCHEOPS,30,Cave Fossil,TRUE,Night
,,129.0,RELIC CAVE AREA 3,TIRTOUGA,SHIELDON,TYRUNT,TYRUNT,CARRACOSTA,BASTIODON,TYRANTRUM,TYRANTRUM,ARCTOZOLT,ARCTOZOLT,AERODACTYL,AERODACTYL,30,Cave Fossil,TRUE,Morn
,,129.1,RELIC CAVE AREA 3,TIRTOUGA,SHIELDON,TYRUNT,TYRUNT,CARRACOSTA,BASTIODON,TYRANTRUM,TYRANTRUM,ARCTOZOLT,ARCTOZOLT,AERODACTYL,AERODACTYL,30,Cave Fossil,TRUE,Day
,,129.2,RELIC CAVE AREA 3,TIRTOUGA,SHIELDON,TYRUNT,TYRUNT,CARRACOSTA,BASTIODON,TYRANTRUM,TYRANTRUM,ARCTOZOLT,ARCTOZOLT,AERODACTYL,AERODACTYL,30,Cave Fossil,TRUE,Night
,,130.0,WILD AREA 1,FLAAFFY,SEEDOT,SIMISAGE,HITMONLEE,HITMONCHAN,HITMONTOP,NUZLEAF,NUZLEAF,SHIFTRY,SHIFTRY,WYRDEER,WYRDEER,32,WA Plain,TRUE,Morn
,,130.1,WILD AREA 1,FLAAFFY,SEEDOT,SIMISAGE,HITMONLEE,HITMONCHAN,HITMONTOP,NUZLEAF,NUZLEAF,SHIFTRY,SHIFTRY,WYRDEER,WYRDEER,32,WA Plain,TRUE,Day
,,130.2,WILD AREA 1,FLAAFFY,SEEDOT,SIMISAGE,HITMONLEE,HITMONCHAN,HITMONTOP,NUZLEAF,NUZLEAF,SHIFTRY,SHIFTRY,WYRDEER,WYRDEER,32,WA Plain,TRUE,Night
,,131.0,WILD AREA 2 D,SANDSHREW,EKANS,ARBOK,SANDSLASH,CINCCINO,KRICKETUNE,STANTLER,MANDIBUZZ,BRAVIARY,BRAVIARY,BRAVIARY,BRAVIARY,32,WA Mountain,TRUE,Morn
,,131.1,WILD AREA 2,SANDSHREW,EKANS,ARBOK,SANDSLASH,CINCCINO,KRICKETUNE,STANTLER,MANDIBUZZ,BRAVIARY,BRAVIARY,BRAVIARY,BRAVIARY,32,WA Mountain,TRUE,Day
,,131.2,WILD AREA 2,SANDSHREW,EKANS,ARBOK,SANDSLASH,CINCCINO,KRICKETUNE,STANTLER,MANDIBUZZ,BRAVIARY,BRAVIARY,BRAVIARY,BRAVIARY,32,WA Mountain,TRUE,Night
,,132.0,WILD AREA 3 D,DIGLETT,DIGLETT_ALOLAN,DUGTRIO,DUGTRIO_ALOLAN,DURANT,DIGGERSBY,GROWLITHE,GROWLITHE,MANDIBUZZ,MANDIBUZZ,MANDIBUZZ,MANDIBUZZ,32,WA Mountain,TRUE,Morn
,,132.1,WILD AREA 3,DIGLETT,DIGLETT_ALOLAN,DUGTRIO,DUGTRIO_ALOLAN,DURANT,DIGGERSBY,GROWLITHE,GROWLITHE,MANDIBUZZ,MANDIBUZZ,MANDIBUZZ,MANDIBUZZ,32,WA Mountain,TRUE,Day
,,132.2,WILD AREA 3,DIGLETT,DIGLETT_ALOLAN,DUGTRIO,DUGTRIO_ALOLAN,DURANT,DIGGERSBY,GROWLITHE,GROWLITHE,MANDIBUZZ,MANDIBUZZ,MANDIBUZZ,MANDIBUZZ,32,WA Mountain,TRUE,Night
,,133.0,WILD AREA 4 D,NIDORAN_M,NIDORAN_F,NIDORINA,NIDORINO,STUNFISK,STUNFISK_GALARIAN,GROWLITHE_HISUIAN,GROWLITHE_HISUIAN,KANGASKHAN,KANGASKHAN,NIDOKING,NIDOQUEEN,32,WA Mountain,TRUE,Morn
,,133.1,WILD AREA 4,NIDORAN_M,NIDORAN_F,NIDORINA,NIDORINO,STUNFISK,STUNFISK_GALARIAN,GROWLITHE_HISUIAN,GROWLITHE_HISUIAN,KANGASKHAN,KANGASKHAN,NIDOKING,NIDOQUEEN,32,WA Mountain,TRUE,Day
,,133.2,WILD AREA 4,NIDORAN_M,NIDORAN_F,NIDORINA,NIDORINO,STUNFISK,STUNFISK_GALARIAN,GROWLITHE_HISUIAN,GROWLITHE_HISUIAN,KANGASKHAN,KANGASKHAN,NIDOKING,NIDOQUEEN,32,WA Mountain,TRUE,Night
,,134.0,WILD AREA 5 D,PARAS,PAWMI,PARASECT,TEDDIURSA,PAWMO,AMBIPOM,BOMBIRDIER,BOMBIRDIER,URSARING,URSARING,PAWMOT,PAWMOT,32,WA Mountain,TRUE,Morn
,,134.1,WILD AREA 5,PARAS,PAWMI,PARASECT,TEDDIURSA,PAWMO,AMBIPOM,BOMBIRDIER,BOMBIRDIER,URSARING,URSARING,PAWMOT,PAWMOT,32,WA Mountain,TRUE,Day
,,134.2,WILD AREA 5,PARAS,PAWMI,PARASECT,TEDDIURSA,PAWMO,AMBIPOM,BOMBIRDIER,BOMBIRDIER,URSARING,URSARING,PAWMOT,PAWMOT,32,WA Mountain,TRUE,Night
,,135.0,WILD AREA 6,BELLSPROUT,ZUBAT,WHIMSICOTT,GOLBAT,WEEPINBELL,WEEPINBELL,TAUROS,TAUROS,BOUFFALANT,BOUFFALANT,VICTREEBEL,VICTREEBEL,32,WA Mountain,TRUE,Morn
,,135.1,WILD AREA 6,BELLSPROUT,ZUBAT,WHIMSICOTT,GOLBAT,WEEPINBELL,WEEPINBELL,TAUROS,TAUROS,BOUFFALANT,BOUFFALANT,VICTREEBEL,VICTREEBEL,32,WA Mountain,TRUE,Day
,,135.2,WILD AREA 6,BELLSPROUT,ZUBAT,WHIMSICOTT,GOLBAT,WEEPINBELL,WEEPINBELL,TAUROS,TAUROS,BOUFFALANT,BOUFFALANT,VICTREEBEL,VICTREEBEL,32,WA Mountain,TRUE,Night
,,136.0,WILD AREA 7,VENONAT,ODDISH,VENOMOTH,GLOOM,PINECO,PINECO,FORRETRESS,FORRETRESS,TAUROS_BLAZE,TAUROS_BLAZE,VILEPLUME,VILEPLUME,32,WA Mountain,TRUE,Morn
,,136.1,WILD AREA 7,VENONAT,ODDISH,VENOMOTH,GLOOM,PINECO,PINECO,FORRETRESS,FORRETRESS,TAUROS_BLAZE,TAUROS_BLAZE,VILEPLUME,VILEPLUME,32,WA Mountain,TRUE,Day
,,136.2,WILD AREA 7,VENONAT,ODDISH,VENOMOTH,GLOOM,PINECO,PINECO,FORRETRESS,FORRETRESS,TAUROS_BLAZE,TAUROS_BLAZE,VILEPLUME,VILEPLUME,32,WA Mountain,TRUE,Night
,,137.0,WILD AREA 8,MACHOP,ABRA,MACHOKE,KADABRA,DEERLING,DEERLING,SAWSBUCK,SAWSBUCK,HAWLUCHA,HAWLUCHA,MACHAMP,ALAKAZAM,34,WA Mountain,TRUE,Morn
,,137.1,WILD AREA 8,MACHOP,ABRA,MACHOKE,KADABRA,DEERLING,DEERLING,SAWSBUCK,SAWSBUCK,HAWLUCHA,HAWLUCHA,MACHAMP,ALAKAZAM,34,WA Mountain,TRUE,Day
,,137.2,WILD AREA 8,MACHOP,ABRA,MACHOKE,KADABRA,DEERLING,DEERLING,SAWSBUCK,SAWSBUCK,HAWLUCHA,HAWLUCHA,MACHAMP,ALAKAZAM,34,WA Mountain,TRUE,Night
,,138.0,WILD AREA 9 RB,FOMANTIS,HELIOPTILE,MARACTUS,HELIOLISK,VOLBEAT,ILLUMISE,LURANTIS,LURANTIS,TAUROS_AQUA,TAUROS_AQUA,DRAMPA,DRAMPA,34,WA Mountain,TRUE,Morn
,,138.1,WILD AREA 9,FOMANTIS,HELIOPTILE,MARACTUS,HELIOLISK,VOLBEAT,ILLUMISE,LURANTIS,LURANTIS,TAUROS_AQUA,TAUROS_AQUA,DRAMPA,DRAMPA,34,WA Mountain,TRUE,Day
,,138.2,WILD AREA 9,FOMANTIS,HELIOPTILE,MARACTUS,HELIOLISK,VOLBEAT,ILLUMISE,LURANTIS,LURANTIS,TAUROS_AQUA,TAUROS_AQUA,DRAMPA,DRAMPA,34,WA Mountain,TRUE,Night
,,139.0,WILD AREA 10 RB,EEVEE,VULPIX,EMOLGA,STANTLER,MASQUERAIN,GRUMPIG,GRUMPIG,SLITHER_WING,NINETALES,NINETALES,DRUDDIGON,DRUDDIGON,32,WA Mountain,TRUE,Morn
,,139.1,WILD AREA 10,EEVEE,VULPIX,EMOLGA,STANTLER,MASQUERAIN,GRUMPIG,GRUMPIG,SLITHER_WING,NINETALES,NINETALES,DRUDDIGON,DRUDDIGON,32,WA Mountain,TRUE,Day
,,139.2,WILD AREA 10,EEVEE,VULPIX,EMOLGA,STANTLER,MASQUERAIN,GRUMPIG,GRUMPIG,SLITHER_WING,NINETALES,NINETALES,DRUDDIGON,DRUDDIGON,32,WA Mountain,TRUE,Night
,,140.0,WILD AREA 11,BIBAREL,CHATOT,ELEKID,KOMALA,LILLIGANT,MAUSHOLD,MR_MIME,MR_MIME,TAUROS_COMBAT,TAUROS_COMBAT,ELECTABUZZ,ELECTABUZZ,32,WA Plain,TRUE,Morn
,,140.1,WILD AREA 11,BIBAREL,CHATOT,ELEKID,KOMALA,LILLIGANT,MAUSHOLD,MR_MIME,MR_MIME,TAUROS_COMBAT,TAUROS_COMBAT,ELECTABUZZ,ELECTABUZZ,32,WA Plain,TRUE,Day
,,140.2,WILD AREA 11,BIBAREL,CHATOT,ELEKID,KOMALA,LILLIGANT,MAUSHOLD,MR_MIME,MR_MIME,TAUROS_COMBAT,TAUROS_COMBAT,ELECTABUZZ,ELECTABUZZ,32,WA Plain,TRUE,Night
,,141.0,WILD AREA 12,GREEDENT,GREAVARD,CORVISQUIRE,FURFROU,VOLTORB,VOLTORB_HISUIAN,ELECTABUZZ,ELECTABUZZ,ELECTRODE,ELECTRODE_HISUIAN,HOUNDSTONE,HOUNDSTONE,32,WA Plain,TRUE,Morn
,,141.1,WILD AREA 12,GREEDENT,GREAVARD,CORVISQUIRE,FURFROU,VOLTORB,VOLTORB_HISUIAN,ELECTABUZZ,ELECTABUZZ,ELECTRODE,ELECTRODE_HISUIAN,HOUNDSTONE,HOUNDSTONE,32,WA Plain,TRUE,Day
,,141.2,WILD AREA 12,GREEDENT,GREAVARD,CORVISQUIRE,FURFROU,VOLTORB,VOLTORB_HISUIAN,ELECTABUZZ,ELECTABUZZ,ELECTRODE,ELECTRODE_HISUIAN,HOUNDSTONE,HOUNDSTONE,32,WA Plain,TRUE,Night
,,142.0,WILD AREA 13,MEOWTH,HOOTHOOT,MEOWTH_ALOLAN,NOCTOWL,MEOWTH_GALARIAN,PERSIAN,PERSIAN_ALOLAN,PERRSERKER,BRAVIARY_HISUIAN,BRAVIARY_HISUIAN,BRAVIARY_HISUIAN,BRAVIARY_HISUIAN,32,WA Plain,TRUE,Morn
,,142.1,WILD AREA 13,MEOWTH,HOOTHOOT,MEOWTH_ALOLAN,NOCTOWL,MEOWTH_GALARIAN,PERSIAN,PERSIAN_ALOLAN,PERRSERKER,BRAVIARY_HISUIAN,BRAVIARY_HISUIAN,BRAVIARY_HISUIAN,BRAVIARY_HISUIAN,32,WA Plain,TRUE,Day
,,142.2,WILD AREA 13,MEOWTH,HOOTHOOT,MEOWTH_ALOLAN,NOCTOWL,MEOWTH_GALARIAN,PERSIAN,PERSIAN_ALOLAN,PERRSERKER,BRAVIARY_HISUIAN,BRAVIARY_HISUIAN,BRAVIARY_HISUIAN,BRAVIARY_HISUIAN,32,WA Plain,TRUE,Night
,,143.0,WILD AREA 14,WATTREL,PIKACHU,KILOWATTREL,CINCCINO,BOLTUND,DUBWOOL,RAICHU,RAICHU_ALOLAN,RAICHU,RAICHU_ALOLAN,RAICHU,RAICHU_ALOLAN,32,WA Plain,TRUE,Morn
,,143.1,WILD AREA 14,WATTREL,PIKACHU,KILOWATTREL,CINCCINO,BOLTUND,DUBWOOL,RAICHU,RAICHU_ALOLAN,RAICHU,RAICHU_ALOLAN,RAICHU,RAICHU_ALOLAN,32,WA Plain,TRUE,Day
