Script #,Script File,Used As,Headers Using,Text Archives,Script Count,Function Count,Action Count,Message Refs,Item Refs,Trainer Refs,Flag Refs,Top Commands,Total Commands,File Exists
793,0793,Script File,DEPART 2 F5,498,6,0,0,0; 1; 2; 3,,,,PlayFanfare(6); LockAll(6); ReleaseAll(6); End(6); FacePlayer(5); CommonScript(4); Message(4); WaitButton(4); CloseMessage(4); FreezeMessage(2),49,Y
794,0794,Script File,DEPART 2 F6,499,4,15,0,0; 1; 2; 3; 4; 5; 6; 7,,,,CompareVarValue(13); Message(10); Jump(8); JumpIf(7); PlayFanfare(6); CallIf(6); Return(6); CloseMessage(5); ReleaseAll(5); End(5),114,Y
795,0795,Script File,DEPART 2 ELV,500,1,56,1,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10,,,,CompareVarValue(66); JumpIf(54); Jump(49); SetVar(47); CallIf(12); Call(12); Message(11); WaitTime(8); GetElevatorFloor(7); CreateMultiTouchBox(7),320,Y
796,0796,Script File,HOTEL 1 F1,501,6,0,0,0; 1; 2; 3; 4,,,,End(6); PlayFanfare(5); LockAll(5); Message(5); WaitButton(5); CloseMessage(5); ReleaseAll(5); FacePlayer(4); PlayCry(3); WaitCry(3),47,Y
797,0797,Script File,HOTEL 1 F2; HOTEL 1 F4,502,3,0,0,0; 1,,,,End(3); PlayFanfare(2); LockAll(2); Message(2); WaitButton(2); CloseMessage(2); ReleaseAll(2); SetVar(1),16,Y
799,0799,Script File,DEPART 2 ROOF,504,2,0,0,0,,,,End(2); PlayFanfare(1); LockAll(1); FacePlayer(1); Message(1); WaitButton(1); CloseMessage(1); ReleaseAll(1); SetVar(1),10,Y
800,0800,Script File,DEPART 2 ROOM,505,1,3,0,0; 1; 2; 3,,,344,Message(5); JumpIf(4); CloseMessage(4); ReleaseAll(4); End(4); CompareVarValue(3); WaitButton(3); SetVar(2); CommonScript(2); PlayFanfare(1),38,Y
801,0801,Script File,HOTEL 2 B1,506,1,0,0,,,,,End(1),1,Y
803,0803,Script File,RT 7 SCIENCE,508,24,27,0,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 22,ITEM_COIN_CASE,,380,ReleaseAll(43); End(43); JumpIf(28); FadeScreen(28); WaitFadeScreen(28); CompareVarValue(27); PlayFanfare(26); Message(26); LockAll(24); CloseMessage(18),429,Y
804,0804,Script File,RADE 20 TBD,509,5,55,0,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19,0x8004,,370,JumpIf(94); CompareVarValue(93); Message(71); Jump(56); TextItem(30); PlayFanfare(27); CreateMultiTouchBox(26); TakeCoins(24); GetCoins(23); UpdateSpecialCurrency(22),666,Y
805,0805,Script File,RADE 21 TBD,510,7,1,3,0; 1; 2; 3; 4; 5; 6; 7,ITEM_COIN_CASE,,,End(11); Message(8); CloseMessage(8); ReleaseAll(8); PlayFanfare(7); LockAll(7); FacePlayer(6); Movement(6); WaitMovement(6); WaitButton(2),75,Y
806,0806,Script File,MELT 06 GAME2; T07SP0101,511,4,15,3,0; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14,ITEM_COIN_CASE,,,Message(17); CompareVarValue(12); JumpIf(12); Jump(11); SetVar(9); End(9); CloseMessage(6); ReleaseAll(6); Movement(5); WaitButton(5),135,Y
807,0807,Script File,SEWER ROOM 03,512,10,30,7,0; 1; 2; 7; 8; 9; 10; 11; 12; 13; 14; 15,ITEM_RED_SHARD; ITEM_BLUE_SHARD; ITEM_YELLOW_SHARD; ITEM_GREEN_SHARD,,329; 393; 638,SetVar(73); JumpIf(72); CompareVarValue(71); End(25); CreateMultiTouchBox(20); CommonScript(16); Jump(15); FaceSouth(13); Message(12); CloseMessage(12),562,Y
808,0808,Script File,T08FS0101,513,4,0,0,0; 2,,,,PlayFanfare(4); LockAll(4); FacePlayer(4); CommonScript(4); ReleaseAll(4); End(4); FreezeMessage(2); SetVar(2); Message(2); WaitButton(2),34,Y
809,0809,Script File,HOTEL 2 F2; HOTEL 2 F3; HOTEL 2 F4; T08GYM0101,514,1,0,0,,,,,End(1),1,Y
810,0810,Script File,T08PC0101,515,4,3,3,0; 1; 2; 3,,,,End(8); FaceEast(6); FaceNorth(6); FaceWest(6); FaceSouth(6); Message(5); WaitButton(4); CloseMessage(4); ReleaseAll(4); PlayFanfare(3),70,Y
811,0811,Script File,T08PC0102,3,1,0,0,,,,,End(1),1,Y
812,0812,Script File,T08R0201,516,10,68,8,2; 3; 4; 5; 6; 7; 12; 13; 15; 16; 17; 18; 19; 20; 21; 22; 23; 24; 25; 33; 34; 35; 36; 37; 38; 39; 40; 41; 42; 43; 44; 45,ITEM_FASHION_CASE,,2457; 2509; 310,CompareVarValue(67); SetVar(44); JumpIf(39); Return(35); Message(32); CallIf(31); End(29); Jump(22); ReleaseAll(17); CloseMessage(17),508,Y
813,0813,Script File,RT 5 01 HS51; T08R0401,517,2,0,0,0; 1,,,,PlayFanfare(2); LockAll(2); FacePlayer(2); Message(2); WaitButton(2); CloseMessage(2); ReleaseAll(2); End(2),16,Y
814,0814,Script File,DALI 10 HS52; T08R0601,518,4,0,0,0; 1; 2; 3,,,,PlayFanfare(4); LockAll(4); FacePlayer(4); Message(4); WaitButton(4); CloseMessage(4); ReleaseAll(4); End(4); PlayCry(3); WaitCry(3),38,Y
826,0826,Script File,T10R0801,3,1,0,0,,,,,End(1),1,Y
827,0827,Script File,TROOME CITY; TROOME TBD 1; TROOME TBD 2; TROOME TBD 3; TROOME TBD 4; TROOME TBD 5; TROOME TBD 6; TROOME TBD 7; TROOME TBD 8; TROOME TBD 9; TROOME TBD 10,530,2,20,0,,,,,CreateMultiTouchBox(30); CompareVarValue(30); JumpIf(30); FadeScreen(30); WaitFadeScreen(30); End(22); ReleaseAll(21); Warp(15); GetCommonMessageArchive(4); OpenTouchScreen(4),231,Y
828,0828,Script File,RADE 04 PM08,530,4,0,0,0; 1,,,,PlayFanfare(4); LockAll(4); FacePlayer(4); CommonScript(4); ReleaseAll(4); End(4); FreezeMessage(2); SetVar(2); Message(2); WaitButton(2),34,Y
833,0833,Script File,TROO 08 HS38,534,1,2,0,0; 1,,,303,Message(3); CloseMessage(3); ReleaseAll(3); End(3); JumpIf(2); SetVar(2); CommonScript(2); WaitButton(2); PlayFanfare(1); LockAll(1),27,Y
836,0836,Script File,MANSION A7; FREE; TEST2,3; 399,1,0,1,,,,,End(2); MecScript(1); LockAll(1); Movement(1); WaitMovement(1); PlayFanfare(1); WaitTime(1); StopFanfare(1); CMD_722(1); SetVar(1),14,Y
837,0837,Script File,ROTOM TOWER,537,6,35,8,0; 1; 2; 3; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 20; 21; 22; 23; 24; 25; 26; 28,,,160; 304; 359; 375; 641; 642; 762; 791,JumpIf(51); CompareVarValue(47); Message(32); End(28); SetVar(20); Jump(19); CloseMessage(18); Movement(16); SetFlag(15); ReleaseAll(13),441,Y
838,0838,Script File,ROTOM ROOM,538,8,66,2,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 13; 17; 18; 20; 21; 22; 23; 24; 25; 26; 27; 28; 29; 30; 31; 32; 33; 34; 35,,,643; 644; 645; 646; 647,CompareVarValue(68); CallIf(38); Message(36); Return(36); Jump(33); JumpIf(32); SetVar(15); WaitButton(11); ClearFlag(10); FadeScreen(9),456,Y
839,0839,Script File,ROTOM ELEVATO,539,1,12,4,0; 1,,,,End(13); CompareVarValue(12); JumpIf(12); FadeScreen(8); WaitFadeScreen(8); LockFollowingPoke(6); WaitFollowingPoke(6); SetFollowingPokeMovement(6); Movement(6); WaitMovement(6),138,Y
840,0840,Script File,TROO 09 HS39,540,3,1,0,0; 1; 2; 3,,,280,Message(4); WaitButton(4); CloseMessage(4); ReleaseAll(4); End(4); PlayFanfare(3); LockAll(3); FacePlayer(3); CheckFlag(1); JumpIf(1),33,Y
841,0841,Script File,TROO 10 HS40,541,7,27,11,2; 5; 6; 8; 11; 12; 13; 14; 15; 16; 17,ITEM_LOST_ITEM,,135; 2456; 280; 281; 763,End(27); JumpIf(21); Movement(21); CompareVarValue(19); Jump(14); CloseMessage(13); WaitMovement(13); Message(11); ReleaseAll(11); FaceSouth(11),269,Y
842,0842,Script File,MAUNCESTON T,542,6,21,0,,,,107; 156; 187; 283,SetVar(40); CompareVarValue(35); JumpIf(35); CreateMultiTouchBox(30); FadeScreen(30); WaitFadeScreen(30); End(27); ReleaseAll(26); GiveBadge(16); CommonScript(15),382,Y
843,0843,Script File,MAUN 09 LAB01,543,16,72,64,2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 14; 15; 16; 17; 18; 21; 22; 23; 26; 27; 28; 29; 34; 35; 40; 41; 46; 49; 55; 56; 57; 69; 70; 75; 76; 77; 78; 79; 80; 83; 88; 89; 90; 91; 92; 93; 94; 95; 96; 97,0x8004,,106; 114; 115; 121; 153; 2404; 242; 2435; 264; 265; 282; 352; 404; 406; 409; 413; 420; 421; 422; 571; 741; 744,End(110); Movement(100); CloseMessage(89); JumpIf(84); WaitMovement(80); CompareVarValue(66); Message(65); SetVar(51); ReleaseAll(43); GenderMessage(42),1270,Y
844,0844,Script File,MAUN 10 LAB02,544,3,5,0,0; 1; 9; 10,0x8004,,,CompareVarValue(9); JumpIf(9); SetVar(7); AddListOption(6); Message(5); CloseMessage(5); ReleaseAll(5); End(5); GiveItem(5); PlayFanfare(3),82,Y
845,0845,Script File,MAUN 01 MUM,545,7,25,4,2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 20; 21; 22; 23; 24; 25; 26; 27; 28; 33; 34; 35; 36; 37; 38,ITEM_SS_TICKET,,106; 156; 167; 2404; 2438; 283; 284; 285; 286,Message(37); End(29); CloseMessage(25); ReleaseAll(25); JumpIf(22); WaitButton(19); CompareVarValue(18); CloseTouchScreen(11); LockAll(10); SetFlag(10),328,Y
846,0846,Script File,MAUN 02 PROT,546,2,1,0,0; 1; 2,,,,Message(3); CloseMessage(3); ReleaseAll(3); End(3); LockAll(2); PlayFanfare(2); FadeScreen(2); WaitFadeScreen(2); WaitButton(2); MecScript(1),29,Y
847,0847,Script File,MAUN 03 HS01,547,1,0,0,0,,,,PlayFanfare(1); LockAll(1); FacePlayer(1); Message(1); WaitButton(1); CloseMessage(1); ReleaseAll(1); End(1),8,Y
849,0849,Script File,MAUN 04 RIV01; MAUN 06 RIV02; MAUN 08 RIV03; RADE 22 TBD,549,5,14,0,4; 17; 18,,,106; 353; 388; 741,CloseMessage(14); End(14); WaitButton(12); ReleaseAll(12); JumpIf(11); GenderMessage(11); CompareVarValue(8); TextPlayerName(8); Jump(5); PlayFanfare(4),144,Y
850,0850,Script File,LOBART CITY,550,2,20,0,,,,,CreateMultiTouchBox(30); CompareVarValue(30); JumpIf(30); FadeScreen(30); WaitFadeScreen(30); End(22); ReleaseAll(21); Warp(15); GetCommonMessageArchive(4); OpenTouchScreen(4),231,Y
851,0851,Script File,HAMP 03 PM01,551,4,2,0,0; 1; 2,,,,ReleaseAll(5); End(5); PlayFanfare(4); LockAll(4); FacePlayer(4); CommonScript(4); Message(3); WaitButton(3); CloseMessage(3); FreezeMessage(2),42,Y
852,0852,Script File,HAMP 01 PC01,552,6,2,0,0; 1; 2; 3; 4; 5,,,,End(7); Message(6); WaitButton(6); CloseMessage(6); ReleaseAll(6); PlayFanfare(5); LockAll(5); FacePlayer(5); SetVar(1); CommonScript(1),51,Y
853,0853,Script File,LOBA 02 PCR02,3,1,0,0,,,,,End(1),1,Y
854,0854,Script File,MAUN 05 HS02,553,3,0,0,0; 1,,,,End(3); PlayFanfare(2); LockAll(2); FacePlayer(2); Message(2); WaitButton(2); CloseMessage(2); ReleaseAll(2),17,Y
855,0855,Script File,MAUN 07 HS03,554,2,0,0,0,,,,End(2); PlayFanfare(1); LockAll(1); FacePlayer(1); Message(1); WaitButton(1); CloseMessage(1); ReleaseAll(1),9,Y
856,0856,Script File,MAUN 11 HS04,555,3,0,0,0; 1,,,,End(3); PlayFanfare(2); LockAll(2); FacePlayer(2); Message(2); WaitButton(2); CloseMessage(2); ReleaseAll(2),17,Y
857,0857,Script File,MELTON CITY,556,2,20,0,,,,,CreateMultiTouchBox(30); CompareVarValue(30); JumpIf(30); FadeScreen(30); WaitFadeScreen(30); End(22); ReleaseAll(21); Warp(15); GetCommonMessageArchive(4); OpenTouchScreen(4),231,Y
858,0858,Script File,MELT 03 PM03,557,5,6,2,0; 1; 4; 7; 8,,,111; 112; 407; 568; 582,End(11); ReleaseAll(8); JumpIf(8); PlayFanfare(7); CompareVarValue(7); SetVar(6); SetFlag(6); Message(6); CloseMessage(6); LockAll(5),130,Y
859,0859,Script File,RADE 05 GYM07,558,7,37,0,0; 1; 2; 3; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 19; 20; 22; 23; 24,,,187; 2660; 2661; 2662; 2663; 2664; 2665; 2666; 2668; 745,JumpIf(24); Message(23); CloseMessage(22); End(21); CompareVarValue(21); WaitButton(20); SetVar(20); Return(17); ReleaseAll(14); Call(14),291,Y
860,0860,Script File,MELT 01 PC03,559,6,18,2,9; 10; 11; 12; 13; 14; 15; 16; 18; 19; 20; 21; 22; 23; 24; 25; 26,,,345; 346; 347; 709,Message(23); JumpIf(22); CompareVarValue(17); Jump(17); WaitButton(12); End(9); CloseMessage(9); ReleaseAll(6); PlayFanfare(5); LockAll(5),215,Y
861,0861,Script File,MELT 02 PCR03,3,1,0,0,,,,,End(1),1,Y
862,0862,Script File,LOBA 06 SCHOO,560,8,17,5,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 22; 23,,,,Message(25); CompareVarValue(23); JumpIf(23); End(21); CloseMessage(11); OpenTouchScreen(10); ReleaseAll(10); Jump(9); YesNoTouchScreen(9); CloseTouchScreen(9),232,Y
863,0863,Script File,MELT 09 HS11,561,4,0,0,0; 1; 2,,,,End(4); PlayFanfare(3); LockAll(3); FacePlayer(3); Message(3); WaitButton(3); CloseMessage(3); ReleaseAll(3); PlayCry(1); WaitCry(1),27,Y
864,0864,Script File,DANB 06 HS13,562,3,4,0,0; 1; 2; 3; 4; 5,,,113,End(6); Message(6); CloseMessage(6); WaitButton(5); ReleaseAll(5); JumpIf(4); PlayFanfare(2); LockAll(2); FacePlayer(2); CompareVarValue(2),61,Y
865,0865,Script File,WLDA02 GH08,563,2,2,0,0; 1; 2,,,450,Message(3); WaitButton(3); CloseMessage(3); ReleaseAll(3); End(3); PlayFanfare(2); LockAll(2); FacePlayer(2); CheckFlag(1); JumpIf(1),24,Y
866,0866,Script File,DANBERRA CITY,564,2,20,0,,,,,CreateMultiTouchBox(30); CompareVarValue(30); JumpIf(30); FadeScreen(30); WaitFadeScreen(30); End(22); ReleaseAll(21); Warp(15); GetCommonMessageArchive(4); OpenTouchScreen(4),231,Y
867,0867,Script File,DANB 04 PM04,565,4,0,0,0; 1,,,,PlayFanfare(4); LockAll(4); FacePlayer(4); CommonScript(4); ReleaseAll(4); End(4); FreezeMessage(2); SetVar(2); Message(2); WaitButton(2),34,Y
870,0870,Script File,DANB 02 PC04,568,4,0,0,0; 1; 2,,,,End(4); PlayFanfare(3); LockAll(3); FacePlayer(3); Message(3); WaitButton(3); CloseMessage(3); ReleaseAll(3); SetVar(1); CommonScript(1),27,Y
871,0871,Script File,DANB 03 PCR04,3,1,0,0,,,,,End(1),1,Y
872,0872,Script File,BAIR 08 GH04; SYDT 06 GH03,569,3,0,0,0; 1,,,,End(3); PlayFanfare(2); LockAll(2); FacePlayer(2); Message(2); WaitButton(2); CloseMessage(2); ReleaseAll(2),17,Y
873,0873,Script File,DANB 07 HS14,570,3,5,0,0; 1; 2; 3; 4; 6; 8,,,123; 128; 129,CloseMessage(8); ReleaseAll(8); End(8); Message(7); WaitButton(6); JumpIf(5); CheckFlag(4); PlayFanfare(3); LockAll(3); FacePlayer(3),65,Y
875,0875,Script File,BAIRNS TOWN,572,2,20,0,,,,,CreateMultiTouchBox(30); CompareVarValue(30); JumpIf(30); FadeScreen(30); WaitFadeScreen(30); End(22); ReleaseAll(21); Warp(15); GetCommonMessageArchive(4); OpenTouchScreen(4),231,Y
877,0877,Script File,MELT 04 GYM02,574,7,41,0,0; 1; 2; 3; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 20; 21; 22; 24; 26; 27; 28,,,187; 2433; 2610; 2611; 2612; 2613; 2614; 2615; 2616; 2617; 2618,Message(29); CloseMessage(28); SetVar(27); JumpIf(25); WaitButton(24); Return(23); End(22); CompareVarValue(21); ReleaseAll(18); Call(15),342,Y
878,0878,Script File,DALI 01 PC09,575,4,8,0,0; 1; 2; 3; 4; 5; 6,,,,End(7); Message(7); CloseMessage(6); ReleaseAll(6); Jump(5); WaitButton(4); CompareVarValue(4); JumpIf(4); PlayFanfare(3); LockAll(3),71,Y
880,0880,Script File,SHED 04 HS22,576,1,17,0,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14,,,191; 193; 2749,Jump(15); Message(15); JumpIf(12); CompareVarValue(10); SetFlag(4); CheckFlag(3); CloseMessage(3); Call(3); WaitButton(2); ReleaseAll(2),98,Y
881,0881,Script File,SHED 05 HS23,577,1,3,1,0; 2; 3,,,185; 367,End(4); JumpIf(3); Message(3); SetVar(3); CommonScript(3); ReleaseAll(3); CompareVarValue(2); PlayFanfare(2); LockAll(2); FacePlayer(2),43,Y
882,0882,Script File,SHED 04 HS24,578,1,0,0,0,,,,PlayFanfare(1); LockAll(1); FacePlayer(1); Message(1); WaitButton(1); CloseMessage(1); ReleaseAll(1); End(1),8,Y
883,0883,Script File,DALI 05 HS25,579,3,0,0,0; 1; 2,,,,PlayFanfare(3); LockAll(3); FacePlayer(3); Message(3); WaitButton(3); CloseMessage(3); ReleaseAll(3); End(3),24,Y
884,0884,Script File,RADE 23 TBD; TROO 07 HS37,580,1,9,0,0; 1; 2; 3; 4,ITEM_CLEAR_BELL; ITEM_RAINBOW_WING; ITEM_TIDAL_BELL; ITEM_SILVER_WING,,,Jump(8); CompareVarValue(5); JumpIf(5); Message(5); CheckItem(4); WaitButton(2); CloseMessage(2); ReleaseAll(2); End(2); PlayFanfare(1),39,Y
885,0885,Script File,SYDTREE CITY,581,2,20,0,,,,,CreateMultiTouchBox(30); CompareVarValue(30); JumpIf(30); FadeScreen(30); WaitFadeScreen(30); End(22); ReleaseAll(21); Warp(15); GetCommonMessageArchive(4); OpenTouchScreen(4),231,Y
886,0886,Script File,LOBA 04 GYM01,582,5,37,0,0; 1; 2; 3; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 19; 20; 21; 22; 23; 24,,,187; 2600; 2601; 2602; 2603; 2604; 2605; 2606; 2607; 2608,Message(25); CloseMessage(24); SetVar(23); JumpIf(22); WaitButton(22); Return(21); End(18); CompareVarValue(18); ReleaseAll(15); Call(13),293,Y
887,0887,Script File,BAIR 01 PC07,583,4,6,0,0; 1; 2; 3; 4; 5,,,,End(7); Message(6); WaitButton(6); CloseMessage(6); ReleaseAll(6); PlayFanfare(3); LockAll(3); FacePlayer(3); CompareVarValue(3); JumpIf(3),51,Y
888,0888,Script File,BAIR 02 PCR07,3,1,0,0,,,,,End(1),1,Y
890,0890,Script File,MELT 08 BIKE,584,2,4,0,0; 1; 3; 4; 5,,,137,End(6); JumpIf(5); Message(5); CompareVarValue(4); CloseMessage(4); ReleaseAll(4); WaitButton(3); PlayFanfare(2); LockAll(2); FacePlayer(2),47,Y
891,0891,Script File,HOTEL 1 HS17,585,3,6,0,0; 1; 2; 3; 4; 5; 6; 7; 8,,,,Message(9); WaitButton(8); CloseMessage(8); ReleaseAll(8); End(8); CompareVarValue(5); JumpIf(5); PlayFanfare(3); LockAll(3); FacePlayer(3),63,Y
892,0892,Script File,HOTEL 1 HS16,586,3,11,0,0; 1; 2; 3; 4; 5; 6; 7; 9; 10; 11; 12; 13; 15,,,149,Message(17); End(14); CloseMessage(14); WaitButton(12); ReleaseAll(12); JumpIf(11); CompareVarValue(10); CloseTouchScreen(5); FadeScreen(4); WaitFadeScreen(4),135,Y
894,0894,Script File,DRAGON DEN 01,588,6,42,27,0; 1; 3; 4; 5; 7; 8; 9; 10; 11; 12; 13; 14; 17; 18; 19; 22; 23; 24; 27; 28; 29; 30; 31; 32; 33,,,218; 226; 393; 521; 527,Movement(55); End(49); JumpIf(40); Message(40); CompareVarValue(39); WaitMovement(27); Jump(24); CloseMessage(22); TextPlayerName(14); SetVar(14),564,Y
895,0895,Script File,MANSION A8; T25R0503,3; 399,1,0,1,,,,,End(2); MecScript(1); LockAll(1); Movement(1); WaitMovement(1); PlayFanfare(1); WaitTime(1); StopFanfare(1); CMD_722(1); SetVar(1),14,Y
897,0897,Script File,HOTEL 1 HS18,590,2,0,0,0; 1,,,,PlayFanfare(2); LockAll(2); FacePlayer(2); Message(2); WaitButton(2); CloseMessage(2); ReleaseAll(2); End(2),16,Y
899,0899,Script File,DEPART 1 F1,592,5,6,0,0; 1; 2; 3; 4; 5; 6; 7,,,,Message(8); WaitButton(8); CloseMessage(8); ReleaseAll(8); End(8); PlayFanfare(5); LockAll(5); FacePlayer(4); CompareVarValue(3); JumpIf(3),63,Y
900,0900,Script File,DEPART 1 F2,593,6,6,0,0; 1; 2; 3; 4; 5; 6,,,,ReleaseAll(9); End(9); Message(7); WaitButton(7); CloseMessage(7); PlayFanfare(6); LockAll(6); FacePlayer(5); CommonScript(4); CompareVarValue(3),73,Y
901,0901,Script File,DEPART 1 F3,594,4,4,0,0; 1; 2; 3; 4,,,,ReleaseAll(6); End(6); Message(5); WaitButton(5); CloseMessage(5); PlayFanfare(4); LockAll(4); FacePlayer(3); CommonScript(2); CompareVarValue(2),48,Y
902,0902,Script File,DEPART 1 F4,595,5,6,0,0; 1; 2; 3; 4; 5; 6,,,,ReleaseAll(8); End(8); Message(7); WaitButton(7); CloseMessage(7); PlayFanfare(5); LockAll(5); FacePlayer(4); CompareVarValue(3); JumpIf(3),64,Y
903,0903,Script File,DEPART 1 F5,596,7,14,0,0; 1; 3; 4; 6; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19,,,141; 142; 2409; 446,End(16); Message(16); CloseMessage(15); ReleaseAll(13); JumpIf(12); WaitButton(12); CompareVarValue(8); PlayFanfare(6); LockAll(6); FacePlayer(5),154,Y
904,0904,Script File,DEPART 1 F6,597,8,74,0,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 14; 15; 16; 17; 18; 19; 20; 21; 22; 23; 24; 25; 26; 27; 28; 29; 30; 31; 32; 33; 34,,,2404; 393; 623,CompareVarValue(73); JumpIf(69); SetVar(47); Jump(44); Message(39); End(32); CloseMessage(25); ReleaseAll(23); PlayFanfare(16); WaitButton(16),528,Y
905,0905,Script File,DEPART 1 ELVA,598,1,71,1,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11,,,,CompareVarValue(84); JumpIf(70); Jump(64); SetVar(61); CallIf(14); Call(14); Message(12); WaitTime(9); GetElevatorFloor(8); CreateMultiTouchBox(8),393,Y
907,0907,Script File,GLOBAL TWR F1,600,18,42,6,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 22; 23; 24; 25; 26; 27; 28; 29; 30; 31; 32; 36,,,274,End(37); CompareVarValue(35); JumpIf(35); Message(35); ReleaseAll(28); CloseMessage(27); Jump(25); WaitButton(19); CreateMultiTouchBox(18); LockAll(17),439,Y
908,0908,Script File,GLOBAL TWR F2,601,13,10,0,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14,,,,CloseMessage(17); ReleaseAll(17); End(17); Message(15); PlayFanfare(13); LockAll(13); WaitButton(11); FacePlayer(9); Jump(6); CreateMultiTouchBox(6),156,Y
909,0909,Script File,GLOBAL TWR F3,602,12,5,0,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12,,,,CloseMessage(14); ReleaseAll(14); End(14); Message(13); PlayFanfare(12); LockAll(12); WaitButton(11); FacePlayer(9); Jump(3); CreateMultiTouchBox(3),121,Y
910,0910,Script File,MELT 05 GAME1; T25SP0101,603,5,71,3,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 28; 31; 32; 33; 34; 35; 36; 37; 38; 39; 40; 41,ITEM_COIN_CASE; 0x8004,,,CompareVarValue(106); JumpIf(106); Message(78); Jump(68); TextItem(30); SetVar(29); PlayFanfare(27); CreateMultiTouchBox(26); TakeCoins(25); GetCoins(24),751,Y
911,0911,Script File,SHEDSNOW TOWN,604,2,20,0,,,,,CreateMultiTouchBox(30); CompareVarValue(30); JumpIf(30); FadeScreen(30); WaitFadeScreen(30); End(22); ReleaseAll(21); Warp(15); GetCommonMessageArchive(4); OpenTouchScreen(4),231,Y
912,0912,Script File,BAIR 03 PM05,605,4,0,0,0; 1,,,,PlayFanfare(4); LockAll(4); FacePlayer(4); CommonScript(4); ReleaseAll(4); End(4); FreezeMessage(2); SetVar(2); Message(2); WaitButton(2),34,Y
913,0913,Script File,SEWER AREA 01; SEWER AREA 02; SEWER AREA 03,606,8,49,9,0; 1; 2; 3; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 22; 23; 24,,,194; 2404; 358; 473,JumpIf(50); CompareVarValue(47); End(45); Message(34); CloseMessage(30); ReleaseAll(27); WaitButton(25); Jump(21); SetVar(18); Movement(12),419,Y
914,0914,Script File,SHED 01 PC08,607,5,7,2,0; 1; 2; 3; 4; 5; 6; 7; 8,,,,Message(15); End(12); CloseMessage(11); JumpIf(10); ReleaseAll(9); CompareVarValue(9); WaitButton(8); PlayFanfare(6); LockAll(6); FacePlayer(5),123,Y
915,0915,Script File,DALI 02 PCR09,3,1,0,0,,,,,End(1),1,Y
916,0916,Script File,SYDT 05 HS19,608,1,4,0,0; 1; 2; 3; 4,,,190,Message(5); CloseMessage(5); JumpIf(4); WaitButton(4); ReleaseAll(4); End(4); CompareVarValue(2); FadeScreen(2); WaitFadeScreen(2); EndTrade(2),52,Y
917,0917,Script File,BAIR 06 HS20,609,3,5,0,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11,ITEM_SEAL_CASE,,2745,Message(14); JumpIf(5); WaitButton(4); CloseMessage(4); ReleaseAll(4); End(4); Jump(4); CompareVarValue(4); PlayFanfare(3); LockAll(3),65,Y
918,0918,Script File,BAIR 07 HS21,610,1,4,0,0; 1; 3; 4; 5,,,189,Message(5); End(5); JumpIf(4); WaitButton(4); CloseMessage(4); ReleaseAll(4); CompareVarValue(3); SetVar(2); CommonScript(2); PlayFanfare(1),42,Y
920,0920,Script File,DALICE STRING,612,2,20,0,,,,,CreateMultiTouchBox(30); CompareVarValue(30); JumpIf(30); FadeScreen(30); WaitFadeScreen(30); End(22); ReleaseAll(21); Warp(15); GetCommonMessageArchive(4); OpenTouchScreen(4),231,Y
921,0921,Script File,LOBA 03 PM02,613,4,0,0,0; 1,,,,PlayFanfare(4); LockAll(4); FacePlayer(4); CommonScript(4); ReleaseAll(4); End(4); FreezeMessage(2); SetVar(2); Message(2); WaitButton(2),34,Y
