Trainer#,TrainerID,TrainerName,Location,OWID,TrainerClass,Level,Pokemon 1,Pokemon 2,Pokemon 3,Pokemon 4,Pokemon 5,Pokemon 6,Implemented,Battle Type,Category
469,469,Mira,Route 19 Area 1,327,TRAINERCLASS_ACE_TRAINER_F,48,LOPUNNY,WHIMSICOTT,SCRAFTY,,,,TRUE,Double Battle,ACE
470,470,Nolan,Route 19 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,48,GASTRODON,SEISMITOAD,WHISCASH,,,,TRUE,Double Battle,ACE
471,471,Lira,Route 19 Area 1,327,TRAINERCLASS_ACE_TRAINER_F,48,RAICHU,ELECTIVIRE,JOLTEON,,,,TRUE,Double Battle,ACE
472,472,Wade,Route 19 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,48,PELIPPER,GOGOAT,KLEFKI,,,,TRUE,Double Battle,ACE
473,473,Cora,Route 19 Area 1,327,TRAINERCLASS_ACE_TRAINER_F,48,DUBWOOL,SAWSBUCK,GRAPPLOCT,RHYDON,,,TRUE,,ACE
474,474,Grant,Route 19 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,48,DRILBUR,GARBODOR,SIMISAGE,CRAMORANT,,,TRUE,,ACE
475,475,Mason,Route 19 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,48,NOSEPASS,CACTURNE,MILTANK,HITMONCHAN,,,TRUE,,ACE
476,476,Kai,Route 19 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,48,CUBONE,TENTACRUEL,KANGASKHAN,LUDICOLO,,,TRUE,,ACE
477,477,Blaze,Route 19 Area 1,227,TRAINERCLASS_FIREBREATHER,48,SLURPUFF,FLOATZEL,TOXICROAK,FARFETCHD,SILICOBRA,,TRUE,,GENERIC
478,478,Ember,Route 19 Area 1,327,TRAINERCLASS_ACE_TRAINER_F,56,CARNIVINE,TINKATUFF,GOLEM_ALOLAN,BUTTERFREE,CHIMECHO,,TRUE,,ACE
479,479,Vex,Wild Area,55,TRAINERCLASS_TEAM_ROCKET,46,CORVISQUIRE,POIPOLE,NIDORINO,LAMPENT,,,,,DEFIANCE 49
480,480,Wraith,Wild Area,55,TRAINERCLASS_TEAM_ROCKET,46,LOUDRED,MIGHTYENA,DUOSION,LEDIAN,,,,,DEFIANCE 51
481,481,Xara,Wild Area,62,TRAINERCLASS_TEAM_ROCKET_F,46,NOSEPASS,DIPPLIN,LUXIO,MUDBRAY,,,,,DEFIANCE 50
482,482,Yarrow,Wild Area,55,TRAINERCLASS_TEAM_ROCKET,46,HERDIER,SNEASEL,PALPITOAD,YANMA,,,,,DEFIANCE 53
483,483,Zayne,Wild Area,62,TRAINERCLASS_TEAM_ROCKET_F,46,ONIX,PERSIAN_ALOLAN,NINJASK,GOTHORITA,,,,,DEFIANCE 52
484,484,Ashlyn,Wild Area,55,TRAINERCLASS_TEAM_ROCKET,47,FLETCHINDER,QWILFISH_HISUIAN,CRAWDAUNT,GRAVELER,SPIDOPS,,,,DEFIANCE 55
485,485,Brax,Wild Area,62,TRAINERCLASS_TEAM_ROCKET_F,47,LICKITUNG,LIEPARD,GRAVELER_ALOLAN,WEEPINBELL,PONYTA,,,,DEFIANCE 54
486,486,Caelan,Wild Area,55,TRAINERCLASS_TEAM_ROCKET,47,BOLDORE,ABSOL,GLOOM,KADABRA,DIGGERSBY,,,,DEFIANCE 57
487,487,Dusk,Wild Area,62,TRAINERCLASS_TEAM_ROCKET_F,47,WAILMER,MALAMAR,FORRETRESS,EELEKTRIK,CORSOLA,,,,DEFIANCE 56
488,488,Ember,Wild Area,55,TRAINERCLASS_TEAM_ROCKET,47,CARKOL,SCRAFTY,SHEDINJA,SEALEO,CORSOLA_GALARIAN,,,,DEFIANCE 58
489,489,Nialla,Wild Area,39,TRAINERCLASS_PKMN_RANGER_M,49,LOUDRED,AZUMARILL,CORVISQUIRE,WEEPINBELL,GOTHORITA,KUBFU,,,ALLIANCE 45
490,490,Orin,Wild Area,40,TRAINERCLASS_PKMN_RANGER_F,49,AMAURA,DEDENNE,PALPITOAD,MUNCHLAX,KADABRA,WAILMER,,,ALLIANCE 42
491,491,HelenaA,Wild Area,39,TRAINERCLASS_PKMN_RANGER_M,49,NOSEPASS,WIGGLYTUFF,FLETCHINDER,ROSELIA,MACHOKE,EELEKTRIK,,,ALLIANCE 46
492,492,Greer,Wild Area,40,TRAINERCLASS_PKMN_RANGER_F,49,POLIWHIRL,MR_MIME,BUTTERFREE,GURDURR,RATICATE,PACHIRISU,,,ALLIANCE 43
493,493,IantheA,Wild Area,39,TRAINERCLASS_PKMN_RANGER_M,49,ARCHEN,RIBOMBEE,DUNSPARCE,MAROWAK,KLEFKI,WUGTRIO,,,ALLIANCE 47
494,494,Hollis,Wild Area,40,TRAINERCLASS_PKMN_RANGER_F,49,SHIINOTIC,SUNFLORA,LINOONE,DUGTRIO,MAROWAK_ALOLAN,SWOOBAT,,,ALLIANCE 44
495,495,JorahA,Wild Area,39,TRAINERCLASS_PKMN_RANGER_M,50,CARKOL,GRANBULL,SUDOWOODO,AROMATISSE,EMOLGA,SNEASEL_HISUIAN,,,ALLIANCE 51
496,496,Idris,Wild Area,40,TRAINERCLASS_PKMN_RANGER_F,50,PYUKUMUKU,DACHSBUN,LAIRON,CLODSIRE,MISDREAVUS,PERSIAN,,,ALLIANCE 48
497,497,Junia,Wild Area,40,TRAINERCLASS_PKMN_RANGER_F,50,MAGCARGO,SLURPUFF,DEDENNE,TANGELA,GLIGAR,KLANG,,,ALLIANCE 49
498,498,KaelanA,Wild Area,39,TRAINERCLASS_PKMN_RANGER_M,50,PERRSERKER,CLEFABLE,MORPEKO,QUAGSIRE,MINIOR,WIGGLYTUFF,,,ALLIANCE 52
499,499,Kaida,Wild Area,40,TRAINERCLASS_PKMN_RANGER_F,50,KLAWF,COMFEY,TOGEDEMARU,CARNIVINE,FEAROW,,,,ALLIANCE 50
500,500,LioraA,Wild Area,39,TRAINERCLASS_PKMN_RANGER_M,51,PINCURCHIN,ALCREMIE,VIGOROTH,CARBINK,PILOSWINE,,,,ALLIANCE 55
501,501,Lucan,Wild Area,40,TRAINERCLASS_PKMN_RANGER_F,51,PELIPPER,SEADRA,GRANBULL,MAGNETON,ARAQUANID,LUMINEON,,,ALLIANCE 53
502,502,MerrinA,Wild Area,39,TRAINERCLASS_PKMN_RANGER_M,51,TORKOAL,CHERRIM,HITMONLEE,SLIGGOO_HISUIAN,GIRAFARIG,MASQUERAIN,,,ALLIANCE 56
503,503,Melis,Wild Area,40,TRAINERCLASS_PKMN_RANGER_F,51,SWELLOW,LANTURN,PRIMEAPE,DOUBLADE,JYNX,STONJOURNER,,,ALLIANCE 54
504,504,NiallaA,Wild Area,39,TRAINERCLASS_PKMN_RANGER_M,51,TROPIUS,AROMATISSE,SAWK,SANDSLASH_ALOLAN,CHIMECHO,STANTLER,,,ALLIANCE 57
505,505,Lance,Uluru Cave 2 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,50,GRAVELER,GOLEM,CLAYDOL,STEELIX,NOSEPASS,CRUSTLE,TRUE,,ACE
506,506,Kira,Uluru Cave 2 Area 1,327,TRAINERCLASS_ACE_TRAINER_F,50,MORPEKO,GLIGAR,LUXRAY,SCRAFTY,DRAPION,,TRUE,,ACE
507,507,Theo,Uluru Cave 2 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,50,ZWEILOUS,DIGGERSBY,SWOOBAT,LAIRON,SNEASEL,,TRUE,,ACE
508,508,Zara,Uluru Cave 2 Area 1,327,TRAINERCLASS_ACE_TRAINER_F,50,PINCURCHIN,DEDENNE,EMOLGA,RAICHU_ALOLAN,GALVANTULA,,TRUE,,ACE
509,509,Elric,Uluru Cave 2 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,50,PAWMOT,EMOLGA,RAICHU,JOLTEON,MAGNEZONE,,TRUE,,ACE
510,510,Bianca,Uluru Cave 2 Area 1,327,TRAINERCLASS_ACE_TRAINER_F,50,MIGHTYENA,DUGTRIO_ALOLAN,MISDREAVUS,SPIRITOMB,DRIFBLIM,,TRUE,,ACE
511,511,Corin,Uluru Cave 2 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,50,SUDOWOODO,RHYDON,GIGALITH,SANDACONDA,DONPHAN,GOLEM,TRUE,,ACE
512,512,Owen,Uluru Cave 2 Area 1,327,TRAINERCLASS_ACE_TRAINER_F,50,VIGOROTH,URSARING,DUBWOOL,MILTANK,BOUFFALANT,,TRUE,,ACE
513,513,Faye,Uluru Cave 2 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,50,WOBBUFFET,GOTHITELLE,ESPEON,REUNICLUS,SIGILYPH,,TRUE,,ACE
514,514,Rosa,Uluru Cave 2 Area 1,327,TRAINERCLASS_ACE_TRAINER_F,51,SUNFLORA,URSARING,HERACROSS,,,,TRUE,Double Battle,ACE
515,515,Nyx,Uluru Cave 2 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,51,PONYTA_GALARIAN,CINCCINO,MANDIBUZZ,,,,TRUE,Double Battle,ACE
516,516,Vera,Uluru Cave 2 Area 1,327,TRAINERCLASS_ACE_TRAINER_F,51,BUTTERFREE,RAICHU,PALAFIN_ZERO,ZANGOOSE,,,TRUE,,ACE
517,517,Jin,Uluru Cave 2 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,51,ROSERADE,BOUFFALANT,MIENSHAO,HEATMOR,,,TRUE,,ACE
518,518,Sora,Uluru Cave 2 Area 1,327,TRAINERCLASS_ACE_TRAINER_F,51,STOUTLAND,TAUROS_COMBAT,ALCREMIE,GROVYLE,TOGEDEMARU,,TRUE,,ACE
519,519,Ryu,Uluru Cave 2 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,60,HITMONLEE,HITMONCHAN,HITMONTOP,,,,TRUE,Double Battle,ACE
520,520,Iris,Uluru Cave 2 Area 1,327,TRAINERCLASS_ACE_TRAINER_F,60,MR_MIME,MR_MIME_GALARIAN,MR_RIME,,,,TRUE,Double Battle,ACE
521,521,Vale,Uluru Cave 2 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,62,SLIGGOO,DRAGONAIR,GABITE,KABUTOPS,MANDIBUZZ,,TRUE,,ACE
522,522,Lyra,Uluru Cave 2 Area 1,327,TRAINERCLASS_ACE_TRAINER_F,62,SLIGGOO_HISUIAN,SHELGON,ZWEILOUS,OMASTAR,TREVENANT,,TRUE,,ACE
523,523,Red,Wild Area,295,TRAINERCLASS_PKMN_TRAINER_LUCAS_PT,52,PIKACHU,PIDGEOT,EXEGGUTOR_,MUNCHLAX,LAPRAS,CHARIZARD,,,RIVAL Red 3
524,524,Blue,Wild Area,375,TRAINERCLASS_LEADER_BLUE,52,NIDOKING,GENGAR,RHYDON,GLOOM,GROWLITHE,BLASTOISE,,,RIVAL BLUE 3
525,525,Green,Wild Area,296,TRAINERCLASS_PKMN_TRAINER_DAWN_PT,52,NIDOQUEEN,ALAKAZAM,NINETALES,STARMIE,TAUROS,VENUSAUR,,,RIVAL Green 3
526,526,Ethan,Wild Area,295,TRAINERCLASS_PKMN_TRAINER_LUCAS_PT,52,AMBIPOM,JUMPLUFF,SEADRA,URSARING,SCYTHER,TYHPLOSION,,,RIVAL Ethan 3
527,527,Silver,Wild Area,295,TRAINERCLASS_PKMN_TRAINER_LUCAS_PT,52,HOUNDOOM,CROBAT,ELECTABUZZ,PORYGON2,PHANPY,FERALIGATR,,,RIVAL Silver 3
528,528,Lyra,Wild Area,296,TRAINERCLASS_PKMN_TRAINER_DAWN_PT,52,AZUMARIL_,AMPHOROS,MAGMAR,TOGETIC,STANTLER,MAGANIUM,,,RIVAL Lyra 3
529,529,Waly,Wild Area,295,TRAINERCLASS_PKMN_TRAINER_LUCAS_PT,52,MINUN,AGGRON,BRELOOM,VIGOROTH,TORKOAL,SWAMPERT,,,RIVAL Waly 3
530,530,Brandon,Wild Area,295,TRAINERCLASS_PKMN_TRAINER_LUCAS_PT,52,PLUSLE,FLYGON,SWELLOW,SEALEO,NUMEL,SCEPTILE,,,RIVAL Brandon 3
531,531,May,Wild Area,296,TRAINERCLASS_PKMN_TRAINER_DAWN_PT,52,GARDEVOIR,ROSERADE,ALTARIA,LINOONE_GALARIAN,FEEBAS,BLAZIKEN,,,RIVAL May 3
532,532,Lucas,Wild Area,295,TRAINERCLASS_PKMN_TRAINER_LUCAS_PT,52,STARAPTOR,HIPPOWDON,ABOMOSNOW,MAGNETON,SKORUPI,INFERNAPE,,,RIVAL Lucas 3
533,533,Dawn,Wild Area,296,TRAINERCLASS_PKMN_TRAINER_DAWN_PT,52,GALLADE,VESPIQUEN,LOPUNNY,PILOSWINE,TANGELLA,EMPOLEON,,,RIVAL Dawn 3
534,534,Barry,Wild Area,295,TRAINERCLASS_PKMN_TRAINER_LUCAS_PT,52,LUXRAY,FLOATZEL,LUCARIO,DUSCLOPS,GLIGAR,TORTERRA,,,RIVAL Barry 3
535,535,Nate,Wild Area,295,TRAINERCLASS_PKMN_TRAINER_LUCAS_PT,52,UNFEZANT_,GIGALITH,DARMANITAN_GALARIAN,GURDURR,BISHARP,SAMUROTT,,,RIVAL Nate 3
536,536,Rosa,Wild Area,296,TRAINERCLASS_PKMN_TRAINER_DAWN_PT,52,LEAVANNY,SEISMITOAD_,CINCCINO,KLANG,GOTHORITA,EMBOAR,,,RIVAL Rosa 3
537,537,Hugh,Wild Area,295,TRAINERCLASS_PKMN_TRAINER_LUCAS_PT,52,STOUTLAND,SCOLIPEDE,DARMANITAN,KROKOROK,FRAXURE,SERPERIOR,,,RIVAL Hugh 3
538,538,Calem,Wild Area,295,TRAINERCLASS_PKMN_TRAINER_LUCAS_PT,52,TALONFLAME,MEOWSTIC,DRAGALGE,LITLEO,KLEFKI,GRENINJA,,,RIVAL Calem 3
539,539,Serena,Wild Area,296,TRAINERCLASS_PKMN_TRAINER_DAWN_PT,52,VIVILLON,DEDENNE,DOUBLADE,SKIDDO,HAWLUCHA,DELPHOX,,,RIVAL Serena 3
540,540,Shauna,Wild Area,296,TRAINERCLASS_PKMN_TRAINER_DAWN_PT,52,FLORGES,HELIOLISK,MALAMAR,CLAUNCHER,NOIBAT,CHESNAUGHT,,,RIVAL Shauna 3
541,541,Elio,Wild Area,295,TRAINERCLASS_PKMN_TRAINER_LUCAS_PT,52,VIKAVOLT,LYCANROC_DUSK,MUDSDALE,MAREANIE,TURTONATOR,DECIDUEYE,,,RIVAL Elio 3
542,542,Selene,Wild Area,296,TRAINERCLASS_PKMN_TRAINER_DAWN_PT,52,TSAREENA,LYCANROC,SALAZZLE,SANDYGAST,TOGEDEMARU,PRIMARINA,,,RIVAL Selene 3
543,543,Hau,Wild Area,295,TRAINERCLASS_PKMN_TRAINER_LUCAS_PT,52,TOUCANNON,LYCANROC_MIDNIGHT,LURANTIS,WIMPOD,MIMIKYU,INCINEROAR,,,RIVAL Hau 3
544,544,Victor,Wild Area,295,TRAINERCLASS_PKMN_TRAINER_LUCAS_PT,52,ORBEETLE,FLAPPLE,DREDNAW,MORGREM,TOXEL,CINDERACE,,,RIVAL Victor 3
545,545,Gloria,Wild Area,296,TRAINERCLASS_PKMN_TRAINER_DAWN_PT,52,COALOSSAL,MORPEKO,FROSMOTH,HATTREM,DURALUDON,RILLABOOM,,,RIVAL Gloria 3
546,546,Hop,Wild Area,295,TRAINERCLASS_PKMN_TRAINER_LUCAS_PT,52,CORVIKNIGHT,APPLETUN,BOLTHUND,SIZZLIPEDE,KLEAVOR,INTELEON,,,RIVAL Hop 4
547,547,Saffron,Route 13 Area 1,327,TRAINERCLASS_ACE_TRAINER_F,27,LEAFEON,ARCANINE,SCOVILLAIN,FLYGON,TSAREENA,,,,ACE
548,548,Willow,Route 13 Area 1,327,TRAINERCLASS_ACE_TRAINER_F,27,SUNFLORA,ROSERADE,TANGROWTH,HELIOLISK,FLORGES,,,,ACE
549,549,Flint,Route 13 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,27,CASTFORM,MAGCARGO,NINETALES,COALOSSAL,ROTOM_HEAT,,,,ACE
550,550,Leo,Route 13 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,27,DEDENNE,FLORAGATO,PERRSERKER,QWILFISH_HISUIAN,BOLTUND,,,,ACE
551,551,Garrett,Route 13 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,27,RILLABOOM,CHERRIM,INFERNAPE,STARAPTOR,SHIFTRY,DRAPION,,,ACE
552,552,Fern,Route 13 Area 1,327,TRAINERCLASS_ACE_TRAINER_F,27,WHIMSICOTT,ROTOM_MOW,GOGOAT,HAWLUCHA,LUDICOLO,,,,ACE
553,553,Maya,Route 13 Area 1,327,TRAINERCLASS_ACE_TRAINER_F,27,LURANTIS,RAPIDASH_GALARIAN,TSAREENA,MIENSHAO,BRELOOM,,,,ACE
554,554,Rowan,Route 13 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,27,TOGEKISS,NOCTOWL,LEAVANNY,DRAMPA,GOODRA,,,,ACE
555,555,Faye,Route 13 Area 1,327,TRAINERCLASS_ACE_TRAINER_F,27,MORPEKO,BRAIXEN,LUXRAY,PYROAR,AMOONGUSS,,,,ACE
556,556,Cole,Route 13 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,52,SERPERIOR,TORKOAL,NIDOQUEEN,HYDREIGON,MAGNEZONE,,TRUE,,ACE
557,557,Hugo,Route 13 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,52,VENUSAUR,CHARIZARD,BLASTOISE,DRAGONITE,SNORLAX,,TRUE,,ACE
558,558,Dana,Route 13 Area 1,327,TRAINERCLASS_ACE_TRAINER_F,52,FERROTHORN,ROTOM_WASH,GARCHOMP,SCIZOR,CHANDELURE,,TRUE,,ACE
559,559,Sora,Route 13 Area 1,327,TRAINERCLASS_ACE_TRAINER_F,52,BRELOOM,GLISCOR,TOXICROAK,ARAQUANID,MANDIBUZZ,,TRUE,,ACE
560,560,Belle,Route 13 Area 1,327,TRAINERCLASS_ACE_TRAINER_F,52,WIGGLYTUFF,CHARMELEON,RAICHU,TANGROWTH,HAXORUS,,TRUE,,ACE
561,561,Noel,Route 13 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,52,ELECTIVIRE,MAGMORTAR,ROSELIA,STARAPTOR,HERACROSS,,TRUE,,ACE
562,562,Iris,Route 13 Area 1,327,TRAINERCLASS_ACE_TRAINER_F,52,LILLIGANT,BELLOSSOM,LEAFEON,RIBOMBEE,FLORGES,,TRUE,,ACE
563,563,Elena,Route 13 Area 1,327,TRAINERCLASS_ACE_TRAINER_F,52,ESPEON,ALCREMIE,MEOWSTIC,HATTERENE,MISMAGIUS,,TRUE,,ACE
564,564,Jett,Route 13 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,52,COPPERAJAH,BRONZONG,METAGROSS,BISHARP,AGGRON,,TRUE,,ACE
565,565,Lincoln,Route 13 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,52,SCIZOR,YANMEGA,GALVANTULA,HERACROSS,VOLCARONA,,TRUE,,ACE
566,566,Freya,Route 13 Area 1,327,TRAINERCLASS_ACE_TRAINER_F,52,MAMOSWINE,ABOMASNOW,FROSMOTH,WEAVILE,GLACEON,,TRUE,,ACE
567,567,Rune,Route 13 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,64,WHISCASH,LANTURN,MANDIBUZZ,HYPNO,CUFANT,DRAPION,TRUE,,ACE
568,568,Nash,Route 13 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,64,HELIOLISK,FERROTHORN,MAROWAK,SABLEYE,STONJOURNER,,TRUE,,ACE
569,569,Kenji,Route 13 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,64,HARIYAMA,LEAVANNY,CRUSTLE,HIPPOWDON,DUBWOOL,,TRUE,,ACE
570,570,Flora,Route 13 Area 1,327,TRAINERCLASS_ACE_TRAINER_F,64,VENUSAUR,TSAREENA,GOGOAT,ARBOLIVA,COMFEY,,TRUE,,ACE
571,571,Cora,Route 13 Area 1,327,TRAINERCLASS_ACE_TRAINER_F,64,EEVEE,LEAFEON,SYLVEON,GLACEON,JOLTEON,,TRUE,,ACE
572,572,Orion,Route 13 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,64,ALAKAZAM,GALLADE,GARDEVOIR,BRONZONG,DELPHOX,,TRUE,,ACE
573,573,Zara,Route 13 Area 1,327,TRAINERCLASS_ACE_TRAINER_F,53,PAWMO,PLUSLE,LANTURN,,,,TRUE,Double Battle,ACE
574,574,Lily,Route 13 Area 1,327,TRAINERCLASS_ACE_TRAINER_F,53,PINCURCHIN,MINUN,PACHIRISU,,,,TRUE,Double Battle,ACE
575,575,Bruno,Route 13 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,53,MAWILE,DONPHAN,RUNERIGUS,DODRIO,OCTILLERY,,TRUE,,ACE
576,576,Wade,Route 13 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,53,CRAWDAUNT,GYARADOS,SHARPEDO,KINGLER,MEGA_PINSIR,,TRUE,,ACE
577,577,Neo,Route 13 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,52,RAICHU,JOLTEON,LUXRAY,EMOLGA,HELIOLISK,,TRUE,,ACE
578,578,Anya,Route 13 Area 1,327,TRAINERCLASS_ACE_TRAINER_F,52,BUTTERFREE,SCYTHER,HERACROSS,BEEDRILL,VIVILLON,,TRUE,,ACE
579,579,Fenn,Wild Area,62,TRAINERCLASS_TEAM_ROCKET_F,54,HAUNTER,BISHARP,PINSIR,MACHOKE,MAROWAK,,,,DEFIANCE 59
580,580,Griff,Wild Area,62,TRAINERCLASS_TEAM_ROCKET_F,54,SANDSHREW,REVAVROOM,CACTURNE,GURDURR,CLODSIRE,,,,DEFIANCE 60
581,581,Harkin,Wild Area,62,TRAINERCLASS_TEAM_ROCKET_F,54,SCOVILLAIN,COFAGRIGUS,SKUNTANK,GRAPPLOCT,SEADRA,SWELLOW,,,DEFIANCE 62
582,582,Prynn,Wild Area,55,TRAINERCLASS_TEAM_ROCKET,54,RATICATE_ALOLAN,HYDRAPPLE,MAGCARGO,TOGEDEMARU,QWILFISH,GLIGAR,,,DEFIANCE 61
583,583,JettA,Wild Area,62,TRAINERCLASS_TEAM_ROCKET_F,54,GASTRODON,SPIRITOMB,LAIRON,VIGOROTH,MORPEKO,MINIOR,,,DEFIANCE 64
584,584,Questa,Wild Area,55,TRAINERCLASS_TEAM_ROCKET,54,BRUXISH,GOLEM,MUK_ALOLAN,MISDREAVUS,PERRSERKER,NOCTOWL,,,DEFIANCE 63
585,585,KovaA,Wild Area,62,TRAINERCLASS_TEAM_ROCKET_F,54,GARBODOR,BARBARACLE,PANGORO,FEAROW,DOUBLADE,MASQUERAIN,,,DEFIANCE 66
586,586,Nyssa,,40,TRAINERCLASS_PKMN_RANGER_F,54,SKARMORY,RIBOMBEE,THROH,WHISCASH,MAUSHOLD,SOLROCK,,,ALLIANCE 58
587,587,OrinA,,39,TRAINERCLASS_PKMN_RANGER_M,54,BRAVIARY,MEOWSTIC,STOUTLAND,KLEFKI,KOMMO_O,MEGA_MANECTRIC,,,ALLIANCE 62
588,588,PetraA,,39,TRAINERCLASS_PKMN_RANGER_M,54,RIBOMBEE,HARIYAMA,GRANBULL,GRUMPIG,MAUSHOLD,MEGA_PIDGEOT,,,ALLIANCE 64
589,589,Odelia,,40,TRAINERCLASS_PKMN_RANGER_F,54,KLEFKI,XATU,HITMONCHAN,ALOMOMOLA,STUNFISK,LURANTIS,,,ALLIANCE 59
590,590,QuenA,,39,TRAINERCLASS_PKMN_RANGER_M,54,STUNFISK_GALARIAN,FURFROU,FALINKS,GRUMPIG,SWANNA,MANECTRIC,,,ALLIANCE 65
591,591,Perrin,,40,TRAINERCLASS_PKMN_RANGER_F,54,HARIYAMA,TATSUGIRI,VESPIQUEN,PALOSSAND,WHIMSICOTT,MEGA_LOPUNNY,,,ALLIANCE 60
592,592,RisaA,,39,TRAINERCLASS_PKMN_RANGER_M,54,ZANGOOSE,DEWGONG,BRELOOM,GOLBAT,MANECTRIC,FROSMOTH,,,ALLIANCE 66
593,593,Quella,,40,TRAINERCLASS_PKMN_RANGER_F,54,JUMPLUFF,DARMANITAN,HITMONTOP,DURANT,KOMALA,MEGA_GLALIE,,,ALLIANCE 61
594,594,SorrelA,,39,TRAINERCLASS_PKMN_RANGER_M,54,TATSUGIRI,SLURPUFF,GRAPPLOCT,FARFETCHD,JYNX,LILLIGANT,,,ALLIANCE 67
595,595,Renly,,40,TRAINERCLASS_PKMN_RANGER_F,54,MAUSHOLD,RABSCA,FROSLASS,CLEFABLE,GOLEM,JOLTEON,,,ALLIANCE 63
596,596,Flint,Mount Undara Area 1,324,TRAINERCLASS_ACE_TRAINER_M,52,CARKOL,COALOSSAL,TORKOAL,MAGCARGO,NUMEL,CAMERUPT,TRUE,,ACE
597,597,Zane,Mount Undara Area 1,324,TRAINERCLASS_ACE_TRAINER_M,52,MAGCARGO,FLAREON,HEATMOR,ARCANINE,CHARIZARD,,TRUE,,ACE
598,598,Brody,Mount Undara Area 1,324,TRAINERCLASS_ACE_TRAINER_M,52,GOLEM,RHYPERIOR,STEELIX,GLISCOR,GIGALITH,,TRUE,,ACE
599,599,Ryu,Mount Undara Area 1,324,TRAINERCLASS_ACE_TRAINER_M,52,INFERNAPE,HARIYAMA,CONKELDURR,HAWLUCHA,BLAZIKEN,,TRUE,,ACE
600,600,Ember,Mount Undara Area 1,327,TRAINERCLASS_ACE_TRAINER_F,52,NINETALES,TALONFLAME,CHARIZARD,TSAREENA,CHANDELURE,,TRUE,,ACE
601,601,Celia,Mount Undara Area 1,327,TRAINERCLASS_ACE_TRAINER_F,52,MAGCARGO,COALOSSAL,CAMERUPT,TURTONATOR,ROTOM_HEAT,,TRUE,,ACE
602,602,Jade,Mount Undara Area 1,327,TRAINERCLASS_ACE_TRAINER_F,52,ARMAROUGE,ARCANINE_HISUIAN,COALOSSAL,RHYPERIOR,STEELIX,,TRUE,,ACE
603,603,Blaze,Mount Undara Area 1,324,TRAINERCLASS_ACE_TRAINER_M,52,HOUNDOOM,DRAMPA,TYRANTRUM,HYDREIGON,FLYGON,,TRUE,,ACE
604,604,Rowan,Mount Undara Area 1,324,TRAINERCLASS_ACE_TRAINER_M,52,QUILAVA,TYPHLOSION,TYPHLOSION_HISUIAN,ARCANINE,PYROAR,,TRUE,,ACE
605,605,Hugo,Mount Undara Area 1,324,TRAINERCLASS_ACE_TRAINER_M,52,MEGA_CHARIZARD_Y,CHARIZARD,DRAGAPULT,SALAMENCE,GARCHOMP,,TRUE,,ACE
606,606,Terra,Mount Undara Area 1,327,TRAINERCLASS_ACE_TRAINER_F,52,MEGA_CHARIZARD_X,CHARIZARD,RILLABOOM,VENUSAUR,BLASTOISE,,TRUE,,ACE
607,607,Clayton,Mount Undara Area 1,324,TRAINERCLASS_ACE_TRAINER_M,52,DIGGERSBY,GOLEM,MUDSDALE,DONPHAN,COALOSSAL,,TRUE,,ACE
608,608,Pyra,Mount Undara Area 1,327,TRAINERCLASS_ACE_TRAINER_F,52,SIMISEAR,MAGCARGO,MAGMAR,HEATMOR,ORICORIO,,TRUE,,ACE
609,609,Rex,Mount Undara Area 1,324,TRAINERCLASS_ACE_TRAINER_M,52,GROWLITHE,PYROAR,TAUROS_BLAZE,PUPITAR,TURTONATOR,,TRUE,,ACE
610,610,Natasha,Mount Undara Area 1,327,TRAINERCLASS_ACE_TRAINER_F,52,FLAREON,SIMISEAR,TORKOAL,FLYGON,TALONFLAME,,TRUE,,ACE
611,611,Kai,Mount Undara Area 1,324,TRAINERCLASS_ACE_TRAINER_M,52,NINETALES,ARCANINE,MEGA_HOUNDOOM,,,,TRUE,Double Battle,ACE
