Pokemon,Move,Method,Level
PORYGON2,ZAP_CANNON,level-up,60
PORYGON2,HYPER_BEAM,level-up,65
PORYGON2,TOXIC,tm,
PORYGON2,HIDDEN_POWER,tm,
PORYGON2,SUNNY_DAY,tm,
PORYGON2,ICE_BEAM,tm,
PORYGON2,BLIZZARD,tm,
PORYGON2,HYPER_BEAM,tm,
PORYGON2,PROTECT,tm,
PORYGON2,RAIN_DANCE,tm,
PORYGON2,FRUSTRATION,tm,
PORYGON2,SOLAR_BEAM,tm,
PORYGON2,IRON_TAIL,tm,
PORYGON2,THUNDERBOLT,tm,
PORYGON2,THUNDER,tm,
PORYGON2,RETURN,tm,
PORYGON2,PSYCHIC,tm,
PORYGON2,SHADOW_BALL,tm,
PORYGON2,DOUBLE_TEAM,tm,
PORYGON2,SHOCK_WAVE,tm,
PORYGON2,FACADE,tm,
PORYGON2,SECRET_POWER,tm,
PORYGON2,REST,tm,
PORYGON2,THIEF,tm,
PORYGON2,CHARGE_BEAM,tm,
PORYGON2,ENDURE,tm,
PORYGON2,RECYCLE,tm,
PORYGON2,GIGA_IMPACT,tm,
PORYGON2,FLASH,tm,
PORYGON2,THUNDER_WAVE,tm,
PORYGON2,SLEEP_TALK,tm,
PORYGON2,NATURAL_GIFT,tm,
PORYGON2,DREAM_EATER,tm,
PORYGON2,SWAGGER,tm,
PORYGON2,SUBSTITUTE,tm,
PORYGON2,TRICK_ROOM,tm,
PRIMARINA,SPARKLING_ARIA,level-up,
PRIMARINA,SPARKLING_ARIA,level-up,1
PRIMARINA,POUND,level-up,1
PRIMARINA,GROWL,level-up,1
PRIMARINA,WATER_GUN,level-up,1
PRIMARINA,DISARMING_VOICE,level-up,1
PRIMARINA,GROWL,level-up,4
PRIMARINA,DISARMING_VOICE,level-up,9
PRIMARINA,AQUA_JET,level-up,11
PRIMARINA,BABY_DOLL_EYES,level-up,11
PRIMARINA,ICY_WIND,level-up,15
PRIMARINA,SING,level-up,23
PRIMARINA,BUBBLE_BEAM,level-up,24
PRIMARINA,ENCORE,level-up,24
PRIMARINA,DOUBLE_SLAP,level-up,33
PRIMARINA,HYPER_VOICE,level-up,41
PRIMARINA,MISTY_TERRAIN,level-up,47
PRIMARINA,MOONBLAST,level-up,47
PRIMARINA,CAPTIVATE,level-up,49
PRIMARINA,HYDRO_PUMP,level-up,56
PRIMARINA,WATER_PULSE,tm,
PRIMARINA,CALM_MIND,tm,
PRIMARINA,TOXIC,tm,
PRIMARINA,HAIL,tm,
PRIMARINA,HIDDEN_POWER,tm,
PRIMARINA,ICE_BEAM,tm,
PRIMARINA,BLIZZARD,tm,
PRIMARINA,HYPER_BEAM,tm,
PRIMARINA,LIGHT_SCREEN,tm,
PRIMARINA,PROTECT,tm,
PRIMARINA,RAIN_DANCE,tm,
PRIMARINA,FRUSTRATION,tm,
PRIMARINA,IRON_TAIL,tm,
PRIMARINA,RETURN,tm,
PRIMARINA,PSYCHIC,tm,
PRIMARINA,SHADOW_BALL,tm,
PRIMARINA,DOUBLE_TEAM,tm,
PRIMARINA,REFLECT,tm,
PRIMARINA,FACADE,tm,
PRIMARINA,SECRET_POWER,tm,
PRIMARINA,REST,tm,
PRIMARINA,ATTRACT,tm,
PRIMARINA,ENERGY_BALL,tm,
PRIMARINA,BRINE,tm,
PRIMARINA,ENDURE,tm,
PRIMARINA,GIGA_IMPACT,tm,
PRIMARINA,PSYCH_UP,tm,
PRIMARINA,CAPTIVATE,tm,
PRIMARINA,SLEEP_TALK,tm,
PRIMARINA,SWAGGER,tm,
PRIMARINA,SUBSTITUTE,tm,
PRIMEAPE,RAGE,level-up,
PRIMEAPE,RAGE,level-up,1
PRIMEAPE,FINAL_GAMBIT,level-up,1
PRIMEAPE,FLING,level-up,1
PRIMEAPE,SCRATCH,level-up,1
PRIMEAPE,LOW_KICK,level-up,1
PRIMEAPE,LEER,level-up,1
PRIMEAPE,FOCUS_ENERGY,level-up,1
PRIMEAPE,FURY_SWIPES,level-up,5
PRIMEAPE,KARATE_CHOP,level-up,8
PRIMEAPE,PURSUIT,level-up,12
PRIMEAPE,SEISMIC_TOSS,level-up,15
PRIMEAPE,SWAGGER,level-up,19
PRIMEAPE,CROSS_CHOP,level-up,22
PRIMEAPE,ASSURANCE,level-up,26
PRIMEAPE,PUNISHMENT,level-up,30
PRIMEAPE,THRASH,level-up,35
PRIMEAPE,CLOSE_COMBAT,level-up,39
PRIMEAPE,SCREECH,level-up,44
PRIMEAPE,STOMPING_TANTRUM,level-up,48
PRIMEAPE,OUTRAGE,level-up,53
PRIMEAPE,FINAL_GAMBIT,level-up,57
PRIMEAPE,FOCUS_PUNCH,tm,
PRIMEAPE,TOXIC,tm,
PRIMEAPE,BULK_UP,tm,
PRIMEAPE,HIDDEN_POWER,tm,
PRIMEAPE,SUNNY_DAY,tm,
PRIMEAPE,TAUNT,tm,
PRIMEAPE,HYPER_BEAM,tm,
PRIMEAPE,PROTECT,tm,
PRIMEAPE,RAIN_DANCE,tm,
PRIMEAPE,FRUSTRATION,tm,
PRIMEAPE,IRON_TAIL,tm,
PRIMEAPE,THUNDERBOLT,tm,
PRIMEAPE,THUNDER,tm,
PRIMEAPE,EARTHQUAKE,tm,
PRIMEAPE,RETURN,tm,
PRIMEAPE,DIG,tm,
PRIMEAPE,BRICK_BREAK,tm,
PRIMEAPE,DOUBLE_TEAM,tm,
PRIMEAPE,ROCK_TOMB,tm,
PRIMEAPE,FACADE,tm,
PRIMEAPE,SECRET_POWER,tm,
PRIMEAPE,REST,tm,
PRIMEAPE,ATTRACT,tm,
PRIMEAPE,THIEF,tm,
PRIMEAPE,OVERHEAT,tm,
PRIMEAPE,FOCUS_BLAST,tm,
PRIMEAPE,FLING,tm,
PRIMEAPE,ENDURE,tm,
PRIMEAPE,DRAIN_PUNCH,tm,
PRIMEAPE,SHADOW_CLAW,tm,
PRIMEAPE,PAYBACK,tm,
PRIMEAPE,GIGA_IMPACT,tm,
PRIMEAPE,STONE_EDGE,tm,
PRIMEAPE,STEALTH_ROCK,tm,
PRIMEAPE,CAPTIVATE,tm,
PRIMEAPE,ROCK_SLIDE,tm,
PRIMEAPE,SLEEP_TALK,tm,
PRIMEAPE,NATURAL_GIFT,tm,
PRIMEAPE,POISON_JAB,tm,
PRIMEAPE,SWAGGER,tm,
PRIMEAPE,U_TURN,tm,
PRIMEAPE,SUBSTITUTE,tm,
PRINPLUP,METAL_CLAW,level-up,
PRINPLUP,METAL_CLAW,level-up,1
PRINPLUP,TACKLE,level-up,1
PRINPLUP,GROWL,level-up,1
PRINPLUP,BUBBLE,level-up,1
PRINPLUP,GROWL,level-up,4
PRINPLUP,BUBBLE,level-up,8
PRINPLUP,WATER_SPORT,level-up,11
PRINPLUP,PECK,level-up,15
PRINPLUP,BUBBLE_BEAM,level-up,19
PRINPLUP,BIDE,level-up,24
PRINPLUP,FURY_ATTACK,level-up,28
PRINPLUP,BRINE,level-up,33
PRINPLUP,WHIRLPOOL,level-up,37
PRINPLUP,MIST,level-up,42
PRINPLUP,DRILL_PECK,level-up,46
PRINPLUP,HYDRO_PUMP,level-up,50
PRINPLUP,WATER_PULSE,tm,
PRINPLUP,TOXIC,tm,
PRINPLUP,HAIL,tm,
PRINPLUP,HIDDEN_POWER,tm,
PRINPLUP,ICE_BEAM,tm,
PRINPLUP,BLIZZARD,tm,
PRINPLUP,PROTECT,tm,
PRINPLUP,RAIN_DANCE,tm,
PRINPLUP,FRUSTRATION,tm,
PRINPLUP,RETURN,tm,
PRINPLUP,BRICK_BREAK,tm,
PRINPLUP,DOUBLE_TEAM,tm,
PRINPLUP,ROCK_TOMB,tm,
PRINPLUP,AERIAL_ACE,tm,
PRINPLUP,FACADE,tm,
PRINPLUP,SECRET_POWER,tm,
PRINPLUP,REST,tm,
PRINPLUP,ATTRACT,tm,
PRINPLUP,ROOST,tm,
PRINPLUP,BRINE,tm,
PRINPLUP,FLING,tm,
PRINPLUP,ENDURE,tm,
PRINPLUP,SHADOW_CLAW,tm,
PRINPLUP,PSYCH_UP,tm,
PRINPLUP,CAPTIVATE,tm,
PRINPLUP,SLEEP_TALK,tm,
PRINPLUP,NATURAL_GIFT,tm,
PRINPLUP,GRASS_KNOT,tm,
PRINPLUP,SWAGGER,tm,
PRINPLUP,PLUCK,tm,
PRINPLUP,SUBSTITUTE,tm,
PROBOPASS,TRI_ATTACK,level-up,
PROBOPASS,TRI_ATTACK,level-up,1
PROBOPASS,MAGNETIC_FLUX,level-up,1
PROBOPASS,MAGNET_RISE,level-up,1
PROBOPASS,GRAVITY,level-up,1
PROBOPASS,WIDE_GUARD,level-up,1
PROBOPASS,TACKLE,level-up,1
PROBOPASS,IRON_DEFENSE,level-up,1
PROBOPASS,BLOCK,level-up,1
PROBOPASS,MAGNET_BOMB,level-up,1
PROBOPASS,IRON_DEFENSE,level-up,4
PROBOPASS,BLOCK,level-up,7
PROBOPASS,MAGNET_BOMB,level-up,10
PROBOPASS,THUNDER_WAVE,level-up,13
PROBOPASS,REST,level-up,16
PROBOPASS,SPARK,level-up,19
PROBOPASS,ROCK_SLIDE,level-up,22
PROBOPASS,POWER_GEM,level-up,25
PROBOPASS,ROCK_BLAST,level-up,28
PROBOPASS,DISCHARGE,level-up,31
PROBOPASS,SANDSTORM,level-up,34
PROBOPASS,EARTH_POWER,level-up,37
PROBOPASS,STONE_EDGE,level-up,40
PROBOPASS,LOCK_ON,level-up,43
PROBOPASS,ZAP_CANNON,level-up,43
PROBOPASS,TOXIC,tm,
PROBOPASS,HIDDEN_POWER,tm,
PROBOPASS,SUNNY_DAY,tm,
PROBOPASS,TAUNT,tm,
PROBOPASS,HYPER_BEAM,tm,
PROBOPASS,PROTECT,tm,
PROBOPASS,FRUSTRATION,tm,
PROBOPASS,THUNDERBOLT,tm,
PROBOPASS,THUNDER,tm,
PROBOPASS,EARTHQUAKE,tm,
PROBOPASS,RETURN,tm,
PROBOPASS,DOUBLE_TEAM,tm,
PROBOPASS,SHOCK_WAVE,tm,
PROBOPASS,SANDSTORM,tm,
PROBOPASS,ROCK_TOMB,tm,
PROBOPASS,TORMENT,tm,
PROBOPASS,FACADE,tm,
PROBOPASS,SECRET_POWER,tm,
PROBOPASS,REST,tm,
PROBOPASS,ATTRACT,tm,
PROBOPASS,ENDURE,tm,
PROBOPASS,EXPLOSION,tm,
PROBOPASS,GIGA_IMPACT,tm,
PROBOPASS,ROCK_POLISH,tm,
PROBOPASS,STONE_EDGE,tm,
PROBOPASS,THUNDER_WAVE,tm,
PROBOPASS,STEALTH_ROCK,tm,
PROBOPASS,CAPTIVATE,tm,
PROBOPASS,ROCK_SLIDE,tm,
PROBOPASS,SLEEP_TALK,tm,
PROBOPASS,NATURAL_GIFT,tm,
PROBOPASS,SWAGGER,tm,
PROBOPASS,SUBSTITUTE,tm,
PROBOPASS,FLASH_CANNON,tm,
PSYDUCK,SCRATCH,level-up,1
PSYDUCK,TAIL_WHIP,level-up,1
PSYDUCK,WATER_SPORT,level-up,1
PSYDUCK,WATER_GUN,level-up,4
PSYDUCK,TAIL_WHIP,level-up,4
PSYDUCK,CONFUSION,level-up,7
PSYDUCK,FURY_SWIPES,level-up,10
PSYDUCK,WATER_PULSE,level-up,13
PSYDUCK,DISABLE,level-up,16
PSYDUCK,ZEN_HEADBUTT,level-up,21
PSYDUCK,SCREECH,level-up,21
PSYDUCK,AQUA_TAIL,level-up,25
PSYDUCK,SOAK,level-up,28
PSYDUCK,PSYCH_UP,level-up,31
PSYDUCK,AMNESIA,level-up,35
PSYDUCK,HYDRO_PUMP,level-up,37
PSYDUCK,WONDER_ROOM,level-up,40
PSYDUCK,HYPNOSIS,egg,
PSYDUCK,PSYBEAM,egg,
PSYDUCK,FORESIGHT,egg,
PSYDUCK,LIGHT_SCREEN,egg,
PSYDUCK,FUTURE_SIGHT,egg,
PSYDUCK,PSYCHIC,egg,
PSYDUCK,CROSS_CHOP,egg,
PSYDUCK,REFRESH,egg,
PSYDUCK,CONFUSE_RAY,egg,
PSYDUCK,YAWN,egg,
PSYDUCK,MUD_BOMB,egg,
PSYDUCK,ENCORE,egg,
PSYDUCK,FOCUS_PUNCH,tm,
PSYDUCK,WATER_PULSE,tm,
PSYDUCK,CALM_MIND,tm,
PSYDUCK,TOXIC,tm,
PSYDUCK,HAIL,tm,
PSYDUCK,HIDDEN_POWER,tm,
PSYDUCK,TAUNT,tm,
PSYDUCK,ICE_BEAM,tm,
PSYDUCK,BLIZZARD,tm,
PSYDUCK,LIGHT_SCREEN,tm,
PSYDUCK,PROTECT,tm,
PSYDUCK,RAIN_DANCE,tm,
PSYDUCK,FRUSTRATION,tm,
PSYDUCK,IRON_TAIL,tm,
PSYDUCK,RETURN,tm,
PSYDUCK,DIG,tm,
PSYDUCK,PSYCHIC,tm,
PSYDUCK,BRICK_BREAK,tm,
PSYDUCK,DOUBLE_TEAM,tm,
PSYDUCK,FACADE,tm,
PSYDUCK,SECRET_POWER,tm,
PSYDUCK,REST,tm,
PSYDUCK,ATTRACT,tm,
PSYDUCK,THIEF,tm,
PSYDUCK,SKILL_SWAP,tm,
PSYDUCK,BRINE,tm,
PSYDUCK,FLING,tm,
PSYDUCK,ENDURE,tm,
PSYDUCK,SHADOW_CLAW,tm,
PSYDUCK,FLASH,tm,
PSYDUCK,PSYCH_UP,tm,
PSYDUCK,CAPTIVATE,tm,
PSYDUCK,SLEEP_TALK,tm,
PSYDUCK,NATURAL_GIFT,tm,
PSYDUCK,SWAGGER,tm,
PSYDUCK,SUBSTITUTE,tm,
PUMPKABOO,TRICK_OR_TREAT,level-up,1
PUMPKABOO,ASTONISH,level-up,1
PUMPKABOO,TRICK,level-up,1
PUMPKABOO,CONFUSE_RAY,level-up,1
PUMPKABOO,CONFUSE_RAY,level-up,8
PUMPKABOO,RAZOR_LEAF,level-up,13
PUMPKABOO,SCARY_FACE,level-up,14
PUMPKABOO,SHADOW_SNEAK,level-up,16
PUMPKABOO,LEECH_SEED,level-up,17
PUMPKABOO,WORRY_SEED,level-up,20
PUMPKABOO,BULLET_SEED,level-up,22
PUMPKABOO,TRICK_OR_TREAT,level-up,23
PUMPKABOO,SHADOW_BALL,level-up,36
PUMPKABOO,SEED_BOMB,level-up,39
PUMPKABOO,TRICK,level-up,40
PUMPKABOO,PAIN_SPLIT,level-up,43
PUMPKABOO,TOXIC,tm,
PUMPKABOO,BULLET_SEED,tm,
PUMPKABOO,HIDDEN_POWER,tm,
PUMPKABOO,SUNNY_DAY,tm,
PUMPKABOO,LIGHT_SCREEN,tm,
PUMPKABOO,PROTECT,tm,
PUMPKABOO,GIGA_DRAIN,tm,
PUMPKABOO,SAFEGUARD,tm,
PUMPKABOO,FRUSTRATION,tm,
PUMPKABOO,SOLAR_BEAM,tm,
PUMPKABOO,RETURN,tm,
PUMPKABOO,PSYCHIC,tm,
PUMPKABOO,SHADOW_BALL,tm,
PUMPKABOO,DOUBLE_TEAM,tm,
PUMPKABOO,FLAMETHROWER,tm,
PUMPKABOO,SLUDGE_BOMB,tm,
PUMPKABOO,FIRE_BLAST,tm,
PUMPKABOO,FACADE,tm,
PUMPKABOO,SECRET_POWER,tm,
PUMPKABOO,REST,tm,
PUMPKABOO,ATTRACT,tm,
PUMPKABOO,THIEF,tm,
PUMPKABOO,SKILL_SWAP,tm,
PUMPKABOO,FOCUS_BLAST,tm,
PUMPKABOO,ENERGY_BALL,tm,
PUMPKABOO,CHARGE_BEAM,tm,
PUMPKABOO,ENDURE,tm,
PUMPKABOO,WILL_O_WISP,tm,
PUMPKABOO,EXPLOSION,tm,
PUMPKABOO,FLASH,tm,
PUMPKABOO,GYRO_BALL,tm,
PUMPKABOO,DARK_PULSE,tm,
PUMPKABOO,ROCK_SLIDE,tm,
PUMPKABOO,SLEEP_TALK,tm,
PUMPKABOO,DREAM_EATER,tm,
PUMPKABOO,GRASS_KNOT,tm,
PUMPKABOO,SWAGGER,tm,
PUMPKABOO,SUBSTITUTE,tm,
PUMPKABOO,TRICK_ROOM,tm,
PUMPKABOO_LARGE,TRICK_OR_TREAT,level-up,1
PUMPKABOO_LARGE,ASTONISH,level-up,1
PUMPKABOO_LARGE,TRICK,level-up,1
PUMPKABOO_LARGE,CONFUSE_RAY,level-up,1
PUMPKABOO_LARGE,CONFUSE_RAY,level-up,8
PUMPKABOO_LARGE,RAZOR_LEAF,level-up,13
PUMPKABOO_LARGE,SCARY_FACE,level-up,14
PUMPKABOO_LARGE,SHADOW_SNEAK,level-up,16
PUMPKABOO_LARGE,LEECH_SEED,level-up,17
PUMPKABOO_LARGE,WORRY_SEED,level-up,20
PUMPKABOO_LARGE,BULLET_SEED,level-up,22
PUMPKABOO_LARGE,TRICK_OR_TREAT,level-up,23
PUMPKABOO_LARGE,SHADOW_BALL,level-up,36
PUMPKABOO_LARGE,SEED_BOMB,level-up,39
PUMPKABOO_LARGE,TRICK,level-up,40
PUMPKABOO_LARGE,PAIN_SPLIT,level-up,43
PUMPKABOO_LARGE,TOXIC,tm,
PUMPKABOO_LARGE,BULLET_SEED,tm,
PUMPKABOO_LARGE,HIDDEN_POWER,tm,
PUMPKABOO_LARGE,SUNNY_DAY,tm,
PUMPKABOO_LARGE,LIGHT_SCREEN,tm,
PUMPKABOO_LARGE,PROTECT,tm,
PUMPKABOO_LARGE,GIGA_DRAIN,tm,
PUMPKABOO_LARGE,SAFEGUARD,tm,
PUMPKABOO_LARGE,FRUSTRATION,tm,
PUMPKABOO_LARGE,SOLAR_BEAM,tm,
PUMPKABOO_LARGE,RETURN,tm,
PUMPKABOO_LARGE,PSYCHIC,tm,
PUMPKABOO_LARGE,SHADOW_BALL,tm,
PUMPKABOO_LARGE,DOUBLE_TEAM,tm,
PUMPKABOO_LARGE,FLAMETHROWER,tm,
PUMPKABOO_LARGE,SLUDGE_BOMB,tm,
PUMPKABOO_LARGE,FIRE_BLAST,tm,
PUMPKABOO_LARGE,FACADE,tm,
PUMPKABOO_LARGE,SECRET_POWER,tm,
PUMPKABOO_LARGE,REST,tm,
PUMPKABOO_LARGE,ATTRACT,tm,
PUMPKABOO_LARGE,THIEF,tm,
PUMPKABOO_LARGE,SKILL_SWAP,tm,
PUMPKABOO_LARGE,FOCUS_BLAST,tm,
PUMPKABOO_LARGE,ENERGY_BALL,tm,
PUMPKABOO_LARGE,CHARGE_BEAM,tm,
PUMPKABOO_LARGE,ENDURE,tm,
PUMPKABOO_LARGE,WILL_O_WISP,tm,
PUMPKABOO_LARGE,EXPLOSION,tm,
PUMPKABOO_LARGE,FLASH,tm,
PUMPKABOO_LARGE,GYRO_BALL,tm,
PUMPKABOO_LARGE,DARK_PULSE,tm,
PUMPKABOO_LARGE,ROCK_SLIDE,tm,
PUMPKABOO_LARGE,SLEEP_TALK,tm,
PUMPKABOO_LARGE,DREAM_EATER,tm,
PUMPKABOO_LARGE,GRASS_KNOT,tm,
PUMPKABOO_LARGE,SWAGGER,tm,
PUMPKABOO_LARGE,SUBSTITUTE,tm,
PUMPKABOO_LARGE,TRICK_ROOM,tm,
PUMPKABOO_SMALL,TRICK_OR_TREAT,level-up,1
PUMPKABOO_SMALL,ASTONISH,level-up,1
PUMPKABOO_SMALL,TRICK,level-up,1
PUMPKABOO_SMALL,CONFUSE_RAY,level-up,1
PUMPKABOO_SMALL,CONFUSE_RAY,level-up,8
PUMPKABOO_SMALL,RAZOR_LEAF,level-up,13
PUMPKABOO_SMALL,SCARY_FACE,level-up,14
PUMPKABOO_SMALL,SHADOW_SNEAK,level-up,16
PUMPKABOO_SMALL,LEECH_SEED,level-up,17
PUMPKABOO_SMALL,WORRY_SEED,level-up,20
PUMPKABOO_SMALL,BULLET_SEED,level-up,22
PUMPKABOO_SMALL,TRICK_OR_TREAT,level-up,23
PUMPKABOO_SMALL,SHADOW_BALL,level-up,36
PUMPKABOO_SMALL,SEED_BOMB,level-up,39
PUMPKABOO_SMALL,TRICK,level-up,40
PUMPKABOO_SMALL,PAIN_SPLIT,level-up,43
PUMPKABOO_SMALL,TOXIC,tm,
PUMPKABOO_SMALL,BULLET_SEED,tm,
PUMPKABOO_SMALL,HIDDEN_POWER,tm,
PUMPKABOO_SMALL,SUNNY_DAY,tm,
PUMPKABOO_SMALL,LIGHT_SCREEN,tm,
PUMPKABOO_SMALL,PROTECT,tm,
PUMPKABOO_SMALL,GIGA_DRAIN,tm,
PUMPKABOO_SMALL,SAFEGUARD,tm,
PUMPKABOO_SMALL,FRUSTRATION,tm,
PUMPKABOO_SMALL,SOLAR_BEAM,tm,
PUMPKABOO_SMALL,RETURN,tm,
PUMPKABOO_SMALL,PSYCHIC,tm,
PUMPKABOO_SMALL,SHADOW_BALL,tm,
PUMPKABOO_SMALL,DOUBLE_TEAM,tm,
PUMPKABOO_SMALL,FLAMETHROWER,tm,
PUMPKABOO_SMALL,SLUDGE_BOMB,tm,
PUMPKABOO_SMALL,FIRE_BLAST,tm,
PUMPKABOO_SMALL,FACADE,tm,
PUMPKABOO_SMALL,SECRET_POWER,tm,
PUMPKABOO_SMALL,REST,tm,
PUMPKABOO_SMALL,ATTRACT,tm,
PUMPKABOO_SMALL,THIEF,tm,
PUMPKABOO_SMALL,SKILL_SWAP,tm,
PUMPKABOO_SMALL,FOCUS_BLAST,tm,
PUMPKABOO_SMALL,ENERGY_BALL,tm,
PUMPKABOO_SMALL,CHARGE_BEAM,tm,
PUMPKABOO_SMALL,ENDURE,tm,
PUMPKABOO_SMALL,WILL_O_WISP,tm,
PUMPKABOO_SMALL,EXPLOSION,tm,
PUMPKABOO_SMALL,FLASH,tm,
PUMPKABOO_SMALL,GYRO_BALL,tm,
PUMPKABOO_SMALL,DARK_PULSE,tm,
PUMPKABOO_SMALL,ROCK_SLIDE,tm,
PUMPKABOO_SMALL,SLEEP_TALK,tm,
PUMPKABOO_SMALL,DREAM_EATER,tm,
PUMPKABOO_SMALL,GRASS_KNOT,tm,
PUMPKABOO_SMALL,SWAGGER,tm,
PUMPKABOO_SMALL,SUBSTITUTE,tm,
PUMPKABOO_SMALL,TRICK_ROOM,tm,
PUMPKABOO_SUPER,TRICK_OR_TREAT,level-up,1
PUMPKABOO_SUPER,ASTONISH,level-up,1
PUMPKABOO_SUPER,TRICK,level-up,1
PUMPKABOO_SUPER,CONFUSE_RAY,level-up,1
PUMPKABOO_SUPER,CONFUSE_RAY,level-up,8
PUMPKABOO_SUPER,RAZOR_LEAF,level-up,13
PUMPKABOO_SUPER,SCARY_FACE,level-up,14
PUMPKABOO_SUPER,SHADOW_SNEAK,level-up,16
PUMPKABOO_SUPER,LEECH_SEED,level-up,17
PUMPKABOO_SUPER,WORRY_SEED,level-up,20
PUMPKABOO_SUPER,BULLET_SEED,level-up,22
PUMPKABOO_SUPER,TRICK_OR_TREAT,level-up,23
PUMPKABOO_SUPER,SHADOW_BALL,level-up,36
PUMPKABOO_SUPER,SEED_BOMB,level-up,39
PUMPKABOO_SUPER,TRICK,level-up,40
PUMPKABOO_SUPER,PAIN_SPLIT,level-up,43
PUMPKABOO_SUPER,TOXIC,tm,
PUMPKABOO_SUPER,BULLET_SEED,tm,
PUMPKABOO_SUPER,HIDDEN_POWER,tm,
PUMPKABOO_SUPER,SUNNY_DAY,tm,
PUMPKABOO_SUPER,LIGHT_SCREEN,tm,
PUMPKABOO_SUPER,PROTECT,tm,
PUMPKABOO_SUPER,GIGA_DRAIN,tm,
PUMPKABOO_SUPER,SAFEGUARD,tm,
PUMPKABOO_SUPER,FRUSTRATION,tm,
PUMPKABOO_SUPER,SOLAR_BEAM,tm,
PUMPKABOO_SUPER,RETURN,tm,
PUMPKABOO_SUPER,PSYCHIC,tm,
PUMPKABOO_SUPER,SHADOW_BALL,tm,
PUMPKABOO_SUPER,DOUBLE_TEAM,tm,
PUMPKABOO_SUPER,FLAMETHROWER,tm,
PUMPKABOO_SUPER,SLUDGE_BOMB,tm,
PUMPKABOO_SUPER,FIRE_BLAST,tm,
PUMPKABOO_SUPER,FACADE,tm,
PUMPKABOO_SUPER,SECRET_POWER,tm,
PUMPKABOO_SUPER,REST,tm,
PUMPKABOO_SUPER,ATTRACT,tm,
PUMPKABOO_SUPER,THIEF,tm,
PUMPKABOO_SUPER,SKILL_SWAP,tm,
PUMPKABOO_SUPER,FOCUS_BLAST,tm,
PUMPKABOO_SUPER,ENERGY_BALL,tm,
PUMPKABOO_SUPER,CHARGE_BEAM,tm,
PUMPKABOO_SUPER,ENDURE,tm,
PUMPKABOO_SUPER,WILL_O_WISP,tm,
PUMPKABOO_SUPER,EXPLOSION,tm,
PUMPKABOO_SUPER,FLASH,tm,
PUMPKABOO_SUPER,GYRO_BALL,tm,
PUMPKABOO_SUPER,DARK_PULSE,tm,
PUMPKABOO_SUPER,ROCK_SLIDE,tm,
PUMPKABOO_SUPER,SLEEP_TALK,tm,
PUMPKABOO_SUPER,DREAM_EATER,tm,
PUMPKABOO_SUPER,GRASS_KNOT,tm,
PUMPKABOO_SUPER,SWAGGER,tm,
PUMPKABOO_SUPER,SUBSTITUTE,tm,
PUMPKABOO_SUPER,TRICK_ROOM,tm,
PUPITAR,IRON_DEFENSE,level-up,
PUPITAR,IRON_DEFENSE,level-up,1
PUPITAR,TACKLE,level-up,1
PUPITAR,LEER,level-up,1
PUPITAR,ROCK_THROW,level-up,1
PUPITAR,PAYBACK,level-up,1
PUPITAR,BITE,level-up,1
PUPITAR,SANDSTORM,level-up,1
PUPITAR,SCREECH,level-up,1
PUPITAR,BITE,level-up,9
PUPITAR,CHIP_AWAY,level-up,14
PUPITAR,SCREECH,level-up,15
PUPITAR,ROCK_SLIDE,level-up,16
PUPITAR,SCARY_FACE,level-up,17
PUPITAR,STOMPING_TANTRUM,level-up,18
PUPITAR,SANDSTORM,level-up,27
PUPITAR,DARK_PULSE,level-up,28
PUPITAR,THRASH,level-up,35
PUPITAR,CRUNCH,level-up,36
PUPITAR,PAYBACK,level-up,41
PUPITAR,EARTHQUAKE,level-up,42
PUPITAR,STONE_EDGE,level-up,47
PUPITAR,HYPER_BEAM,level-up,59
PUPITAR,TOXIC,tm,
PUPITAR,HIDDEN_POWER,tm,
PUPITAR,SUNNY_DAY,tm,
PUPITAR,TAUNT,tm,
PUPITAR,HYPER_BEAM,tm,
PUPITAR,PROTECT,tm,
PUPITAR,RAIN_DANCE,tm,
PUPITAR,FRUSTRATION,tm,
PUPITAR,IRON_TAIL,tm,
PUPITAR,EARTHQUAKE,tm,
PUPITAR,RETURN,tm,
PUPITAR,DIG,tm,
PUPITAR,BRICK_BREAK,tm,
PUPITAR,DOUBLE_TEAM,tm,
PUPITAR,SANDSTORM,tm,
PUPITAR,ROCK_TOMB,tm,
PUPITAR,AERIAL_ACE,tm,
PUPITAR,TORMENT,tm,
PUPITAR,FACADE,tm,
PUPITAR,SECRET_POWER,tm,
PUPITAR,REST,tm,
PUPITAR,ATTRACT,tm,
PUPITAR,ENDURE,tm,
PUPITAR,PAYBACK,tm,
PUPITAR,GIGA_IMPACT,tm,
PUPITAR,ROCK_POLISH,tm,
PUPITAR,STONE_EDGE,tm,
PUPITAR,STEALTH_ROCK,tm,
PUPITAR,CAPTIVATE,tm,
PUPITAR,DARK_PULSE,tm,
PUPITAR,ROCK_SLIDE,tm,
PUPITAR,SLEEP_TALK,tm,
PUPITAR,NATURAL_GIFT,tm,
PUPITAR,SWAGGER,tm,
PUPITAR,SUBSTITUTE,tm,
PURRLOIN,SCRATCH,level-up,1
PURRLOIN,GROWL,level-up,1
PURRLOIN,GROWL,level-up,3
PURRLOIN,SAND_ATTACK,level-up,6
PURRLOIN,ASSIST,level-up,6
PURRLOIN,FAKE_OUT,level-up,12
PURRLOIN,FURY_SWIPES,level-up,12
PURRLOIN,PURSUIT,level-up,15
PURRLOIN,TORMENT,level-up,17
